author,title,publish_place
 Jeannie Chen,"Volume 123, No. 6, June 2004. Pages 729–741. Fig. 2 B appeared incorrectly in the original version of this article. The labeling was missing from the x axis. The corrected Fig …",N/A
 Jeannie Chen,"The Na/Ca 2, K exchanger NCKX4 is required for efficient cone-mediated vision",N/A
 Jeannie Chen,"Bambara, RA, see DeStefano, JJ (1131) 270 Bamberg, K., Mercier, F., Reuben, MA, Kobayashi, Y., Munson, KB and Sachs, G. cDNA cloning and membrane topology of the rabbit gastric …",Biochimica et Biophysica Acta (BBA)-Gene Structure and Expression
 Jeannie Chen,Supplemental Data Enhanced Arrestin Facilitates Recovery and Protects Rods Lacking Rhodopsin Phosphorylation,Current Biology
 Ana Mendez,"Recuperation of a Degraded Area: The Paúl da Goucha Environmental Restoration Project (Alpiarça, Portugal)",N/A
 Ana Mendez,CAPÍTULO 5 ESCUTA ANALÍTICA DO SOFRIMENTO E O SABER-FAZER DO CLÍNICO DO TRABALHO1,Organização do trabalho e adoecimento: uma visão interdisciplinar
 Ana Mendez,Escucha política y clínica del sufrimiento en el trabajo: contribuciones desde las prácticas en clínica brasileña de psicodinámica del trabajo,Apuestas de investigación
 Ana Mendez,"O PINTOR DO FOGO SENTIDO, LONGEVIDADE E ESTILOS DE VIDA EM QUERUBIM LAPA",N/A
 Ana Mendez,CLÍNICA PSICODINÂMICA DO TRABALHO E POLÍTICAS PÚBLICAS DE SAÚDE DO TRABALHADOR,Nuevos contextos y retos al rol del profesional de la Salud Mental.............
 Larry S. Schlesinger,Supplemental Information Caspase-11 Promotes the Fusion of Phagosomes Harboring Pathogenic Bacteria with Lysosomes by Modulating Actin Polymerization,Immunity
 Larry S. Schlesinger,Pharmacological Exploitation of an,Trends in pharmacological sciences
 Larry S. Schlesinger,Pseudo-Outbreak,N/A
 Larry S. Schlesinger,Innovations in receptor-targeted precision imaging at Navidea: diagnosis up close and personal,N/A
 Larry S. Schlesinger,"Our thanks to all those who have helped with this issue of Future Microbiology. Listed below are authors, referees and others who have kindly given their time, effort and …",N/A
 Brigitte Mauch-Mani,First trials of pathogens cleansing with Bacillus amyloliquefaciens and Trichoderma atroviride to remove opportunistic pathogens in trees.,N/A
 Brigitte Mauch-Mani,The next issue of this journal,Science Education
 Brigitte Mauch-Mani,CELL BIOLOGY TRENDS,Journal of Lipid Research
 Brigitte Mauch-Mani,ß-aminobutyric acid-mediated tolerance to freezing reveals possible connection between biotic and abiotic stress responses,N/A
 Brigitte Mauch-Mani,Arabidopsis to Peronospora parasitica,The Plant Cell
 Pablo Vera_,Estratégias reprodutivas dos machos de abelhas melíferas e sem ferrão,N/A
 Pablo Vera_,Subprojeto 3.3 Anexo 15,N/A
 Pablo Vera_,"A interrupção da construção de células de cria e postura em Plebeia remota (Holmberg)(Hymenoptera, Apidae, Meliponini)",N/A
 Pablo Vera_,WIRELESS BEE: UMA PROPOSTA DE TELEMETRIA DE VARIÁVEIS CLIMÁTICAS EM COLMÉIAS VIA GPRS/GSM,N/A
 Pablo Vera_,"NINHOS-ARMADILHA PARA A CAPTURA DE ENXAMES DE ABELHAS SEM FERRÃO (HYMENOPTERA, APIDAE MELIPONINI).",N/A
 Song Wang,Supplementary Materials: Visual Attention Consistency under Image Transforms for Multi-label Image Classification,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition
 Song Wang,A Fast 3D Correspondence Method for Statistical Shape Modeling,2007 IEEE Conference on computer vision and pattern recognition
 Song Wang,Detecting the Inferior Thoracic Aperture using Statistical Shape Models,N/A
 Song Wang,Contextual and Non-Combinatorial Feature Extraction: Augmented Feature Representation and Its Application to Shape Representation,N/A
 Song Wang,Robust Edge Grouping with Region Information,N/A
 Xiaojuan Chi,Aggregation With Feature Detection,Proceedings of the IEEE/CVF International Conference on Computer Vision
 Xiaojuan Chi,Object-aware Feature Aggregation for Video Object Detection,arXiv preprint arXiv:2010.12573
 Xiaojuan Chi,Deep multilevel contextual networks for biomedical image segmentation,Handbook of Medical Image Computing and Computer Assisted Intervention
 Xiaojuan Chi,Self-supervised Learning of Decomposed Object-wise 3D Motion and Depth from Monocular Videos,Target
 Xiaojuan Chi,ICNet for Real-Time Semantic Segmentation on High-Resolution Images—Supplementary Material,N/A
 Shile Huang,RADIOIMMUNOASSAY FOR CHLORAMPHENICOL IN ANIMAL PRODUCTS,N/A
 Shile Huang,Both mTORC1 and mTORC2 are involved in the regulation of cell adhesion,Oncotarget
 Shile Huang,Ganoderma lucidum-Lingzhi or Reishi mushroom-and Cancer,N/A
 Shile Huang,Cryptotanshinone inhibits lymphatic endothelial cell tube formation by,Cancer Prevention Research
 Shile Huang,Abstract| PDF| Full Text| Order a Reprint| https://doi. org/10.18632/genesandcancer. 166,Genes & cancer
 Dan Frampton,Objectifying the Unknown: The Catholic Art of Graham Sutherland,Logos: A Journal of Catholic Thought and Culture
 Dan Frampton,The Haunting of MR James: An “English Catholic Sensibility”?,Logos: A Journal of Catholic Thought and Culture
 Dan Frampton,GK Chesterton’s Ideal of “Christian Courage”,N/A
 Dan Frampton,"The ‘Old Western Men’: A Religious Mode of Response to the Conditions of ‘Secular’Modernity, 1900-1970","The ‘Old Western Men’: A Religious Mode of Response to the Conditions of ‘Secular’Modernity, 1900-1970"
 Ravinder K. Kanda,"Phylogeography, Population Genetics, and Conservation of Javan Gibbons (Hylobates moloch)",International Journal of Primatology
 Ravinder K. Kanda,RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between,PLoS pathogens
 Ravinder K. Kanda,Exploring the effects of immunity and life history on the,N/A
 Ravinder K. Kanda,Diversity in the human pseudoautosomal region,N/A
 Ravinder K. Kanda,Genomic diversity in humans,Nature Reviews Genetics
 Paul Kellam,"Department of Veterinary Medicine, University of Cambridge, Cambridge CB3 0ES, UK b The Wellcome Trust Sanger Institute, Hinxton, Cambridge CB10 1SA, UK",N/A
 Paul Kellam,"Methods, compounds and compositions relating to activating a latent virus",N/A
 Paul Kellam,Focused Calibration of Microarray Images,N/A
 Paul Kellam,Using Domain Knowledge and Shift of Origin in Clustering Similarity Data,N/A
 Judith Breuer ,MJA 2008; 188 (3): 171-176,Medical Journal of Australia
 Judith Breuer ,Strong indirect effects of herbivores in an African savanna,EVOLUTION
 Judith Breuer ,Varicella Zoster: Virus and Disease,CORNEA-NEW YORK-
 Judith Breuer ,"Allison Abendroth, Ann M. Arvin and Jennifer F. Moffat",N/A
 Judith Breuer ,Author’s Name Author’s Initial,N/A
 Chadanat Noonin,Whole-mount in situ hybridization: minimizing the folding problem of thin-sheet tissue-like crayfish haematopoietic tissue,Crustaceana
 Chadanat Noonin,"Hemocyte Homeostasis and Infection in the Freshwater Crayfish, Pacifastacus leniusculus",N/A
 Chadanat Noonin,Crayfish hematopoietic tissue as a model for stem cell development in arthropods,N/A
 Chadanat Noonin,TEPs (thioester containing proteins) and ficolins: structure and function in a crustacean,N/A
 Chadanat Noonin,Crustacean hematopoietic factor: a regulator of hemocyte homeostasis,N/A
 Aleksandar D. Kostic,CoproID predicts the source of coprolites and paleofeces using microbiome composition and host DNA content,PeerJ
 Aleksandar D. Kostic,THE ARCHITECT IN PLATO’S STATESMAN,N/A
 Aleksandar D. Kostic,Aether Supplementary Materials,ACM Transactions on Graphics (TOG)
 Aleksandar D. Kostic,microbiota interactions in animal models and humans− Exploring host,Genes & development
 Aleksandar D. Kostic,Best of Supplement—Best of Cell Host & Microbe 2013,Cell host & microbe
 Pradeep Bist,"9 Regulation of Endotoxin Tolerance by Myeloid Differentiation Factor 88-Independent Signaling and its Downstream Cytokine, Interferon Beta",Cytokine
 Pradeep Bist,ENZYME CATALYSIS AND REGULATION-Identification and Mutational Analysis of Me2+ Binding Site in EcoP151 DNA Methyltransferase. INVOLVEMENT IN TARGET BASE EVERSION.,Journal of Biological Chemistry
 Pradeep Bist,"Serotyping of foot-and-mouth disease virus by antigen capture reverse transcriptase/polymerase chain reaction (vol 80, pg 45, 1999)",Journal of virological methods
 Pradeep Bist,Serotyping of foot-and-mouth disease virus from aerosols in the infected area,N/A
 Pradeep Bist,Corrigendum to'Serotyping of foot-and-mouth disease virus by antigen capture reverse transcriptase/polymerase chain reaction'-[J. Virol. Methods 80 (1999) 45-52],Journal of virological methods
 Richa Tyagi,Biochemical And Functional Characterization Of Evolutionarily Conserved Metallophosphoesterases The 239FB/AB Family,N/A
 Richa Tyagi,Selective loss of synaptic protein MARCKS in HIV-1 encephalitis is mediated by Tat-induced NMDA receptor excitation,JOURNAL OF NEUROVIROLOGY
 Richa Tyagi,2-[2-(Hydroxymethyl) phenyl]-1-(1-naphthyl) ethanol,Acta Crystallographica Section E: Structure Reports Online
 Richa Tyagi,EPR Studies of Doped PEDOP and PProDOP,N/A
 Richa Tyagi,Impact of Retransmission Limit on Slotted Aloha Based Preamble Contention in LTE-Advanced Network,IEEE Systems Journal
 John D. York,"GENES, BRAIN DEVELOPMENT, AND SCHIZOPHRENIA",Neuroimage
 John D. York,Comparative expression of autism candidate genes in subgroups of central neurons isolated from post-mortem brains between autistic and control subjects.,N/A
 John D. York,Receptor tyrosine phosphatase-gamma (RPTPgamma) is a marker for pyramidal cells and sensory neurons in the nervous system and is not necessary for normal development.,N/A
 John D. York,Multiplex ligation-dependant probe amplification for genetic screening in autism spectrum disorders: Efficient identification of known microduplications and identification of a …,BMC Medical Genomics
 John D. York,Multiplex ligation-dependent probe amplification for genetic screening in autism spectrum disorders: Efficient identification of known microduplications and identification of a …,BMC Medical Genomics
 Solomon H. Snyder,INTERNATIONAL MULTIDISCIPLINARY JOURNAL DEVOTED TO FUNDAMENTAL RESEARCH IN THE BRAIN SCIENCES,N/A
 Solomon H. Snyder,Essay Editors,Evaluation Review
 Solomon H. Snyder,485 Phenotypic checkpoints regulate neuronal development,N/A
 Solomon H. Snyder,"IIPl!{! i,'II",Journal of Environmental Chemical Engineering
 Solomon H. Snyder,NILS-ERIK B. AND& BURTONANGRIST JULIUSAXELROD Ross J. BALDESSARXNI JACKBARCHAS,N/A
 Barry V. L. Potter,RT-PCR,Biotechniques
 Barry V. L. Potter,Phase I Study of STX 64 (667 Coumate) in Breast Cancer Patients: The First Study of a Steroid Sulfatase Inhibitor,Clinical cancer research
 Barry V. L. Potter,www. rsc. org/chemcomm Volume 46| Number 17| 7 May 2010| Pages 2873–3036,N/A
 Barry V. L. Potter,"Elsevier Science Publishers BV, Amsterdam",N/A
 Barry V. L. Potter,Supporting Information (SI-1) for,N/A
 Rongtuan Lin,LEUCINE-RESPONSIVE REGULATORY PROTEIN: A,Microbiological reviews
 Rongtuan Lin,Transcriptional Profiling of Interferon,Journal of virology
 Rongtuan Lin,JMCB,"Journal of Money, Credit and Banking"
 Rongtuan Lin,V. Business Activities,Journal of economics and sustainable development
 Rongtuan Lin,"Benjamin R. tenOever, Sonia Sharma, Wen Zou, Qiang Sun",Journal of virology
 Jinxiang Yuan,遗传病与性别,N/A
 Jinxiang Yuan,B细胞淋巴瘤/白血病－2蛋白家族与细胞凋亡,N/A
 Jinxiang Yuan,线粒体与细胞凋亡,N/A
 Jinxiang Yuan,质体的遗传,N/A
 Jinxiang Yuan,玉米茎尖培养研究(Ⅰ)——胚状体和丛生芽发生的扫描电镜观察,N/A
 Jeffery Meier,"90. Maier R, Moser G, Chen GB, Ripke S; Cross-Disorder Working Group of the Psychiatric Genomics Consortium, Coryell W, Potash JB, Scheftner WA, Shi J, Weissman MM, Hultman CM …",Am. J. Hum. Genet
 Jeffery Meier,Wissenschaftliche Arbeiten 2010,N/A
 Jeffery Meier,"Full text or abstracts of the following articles, which are currently “in press” in Biological Psychiatry, are available on our website now...",N/A
 Jeffery Meier,ON THE INTERNET,N/A
 Jeffery Meier,A voxel-by-voxel analysis of F setoperone PET data shows no substantial serotonin 5-HT receptor,Psychiatry Research: Neuroimaging
 Matthew B. Reeves,Viral nucleic acid for the treatment of neurodegenerative disorders,N/A
 Matthew B. Reeves,Viral nucleic acid for the treatment of neurodegenerative disorders,N/A
 Matthew B. Reeves,The control of human cytomegalovirus latency and reactivation by chromatin remodelling,N/A
 Matthew B. Reeves,Characterisation of B. 1.1. 7 and Pangolin coronavirus spike provides insights on the evolutionary trajectory of SARS-CoV-2.,N/A
 Nget Hong Tan,Synthetic studies on enzyme inhibitors,Chemical Society Reviews
 Nget Hong Tan,LIST OF CONTENTS,N/A
 Nget Hong Tan,List of contents,N/A
 Nget Hong Tan,"Manuscript: Assessing SABU (Serum Anti Bisa Ular), the sole Indonesian antivenom: A proteomic analysis and neutralization efficacy study",Scientific reports
 Nget Hong Tan,DNA Barcode Markers for Two New Species of Tiger Milk Mushrooms: Lignosus tigris and Lignosus cameronensis,International Journal of Agriculture and Biology
 Si Mui Sim,Intestinal absorption of oestrone conjugates,N/A
 Si Mui Sim,Creating Interest And Exploring Implementation of Cooperative Learning (CL) Or Problem-based Leaning,N/A
 Si Mui Sim,EFFECT OF GESTATIONAL AGE ON GENTAN1|| C| N PHARN1ACO KINETIC PARAN1ETERS| N| THE NEVVBORN,k kkkmmmmkkk kkkk kkkLLkATTS
 Si Mui Sim,PROBLEM-BASED LEARNING (PBL): MAKINGAN IMPACT,"않 않, ºg c=|< 12 E>."
 Si Mui Sim,Search Results for ‘faculty’Sep 11 Toxicological and immunological characterization of the Sri Lanka hump-nosed pit viper (Hypnale hypnale) venom,N/A
 Shin Yee Fung,Biochemical and Immunological Studies on Mangrove Pit Viper: Venom Hemorrhagin,N/A
 Shin Yee Fung,"Chinese Caterpillar Mushroom, Ophiocordyceps sinensis (Ascomycota) Cold Water Extract Relaxes Rat Isolated Bladder",N/A
 Shin Yee Fung,Immunomodulatory Properties of Water-soluble Polysaccharides Extracted From The Fruiting Body of Ophiocordyceps sinensis Cultivar OCS02®,N/A
 Shin Yee Fung,"MA Galaviz, A. García-Ortega, E. Gisbert",N/A
 Shin Yee Fung,10 Snake Venom L-Amino Acid Oxidases,Biochimie
 Choo Hock Tan,Toxinological Characterizations of the Venom of Hump-nosed Pit Viper (Hypnale Hypnale),Toxinological characterizations of the venom of hump-nosed pit viper (Hypnale hypnale)/Tan Choo Hock
 Choo Hock Tan,Toxinological characterizations of the venom of hump-nosed pit viper (Hypnale hypnale)/Tan Choo Hock,Toxinological characterizations of the venom of hump-nosed pit viper (Hypnale hypnale)/Tan Choo Hock
 Choo Hock Tan,Toxicological and immunological characterization of the Sri Lanka hump-nosed pit viper (Hypnale hypnale) venom,N/A
 Choo Hock Tan,Pharmacokinetics of the venom of humped-nose pit viper (Hypnale hypnale) in rabbits,JOURNAL OF PHARMACOLOGICAL SCIENCES
 Choo Hock Tan,"Manuscript: Assessing SABU (Serum Anti Bisa Ular), the sole Indonesian antivenom: A proteomic analysis and neutralization efficacy study",Scientific reports
 David Stead,Towards the Management of Information Quality in Proteomics,19th IEEE Symposium on Computer-Based Medical Systems (CBMS'06)
 David Stead,First International Workshop on Quality of Information Systems (QoIS 2005)-Quality Driven Processes-Managing Information Quality in e-Science: A Case Study in Proteomics,N/A
 David Stead,Proteomic analysis of the Gcn4-mediated response in Saccharomyces cerevisiae and Candida albicans,Yeast
 David Stead,Early Release-Anthemosoma garnhami in an HIV-Infected Man from Zimbabwe Living in South Africa,Emerging Infectious Diseases
 David Stead,Managing Information Quality in e-Science: A Case Study in Proteomics,International Conference on Conceptual Modeling
 Janet Walker,Local and regional variation in effects of burrowing crabs on plant community structure,Ecology
 Janet Walker,Predicting burrowing crab impacts on salt marsh plants,Ecosphere
 Janet Walker,Genetic Diversity and Clonal Structure of Spartina alterniflora in a Virginia Marsh,Northeastern Naturalist
 Janet Walker,A biogeographic approach to understanding burrowing crab impacts on an ecologically important salt marsh plant,A biogeographic approach to understanding burrowing crab impacts on an ecologically important salt marsh plant
 Iryna Bohovych,Dissecting the relevance of intra-and extracellular activities of neutrophils during interaction with Candida albicans,MYCOSES
 Iryna Bohovych,The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,MBio
 Iryna Bohovych,Cellular Responses of Candida albicans to Phagocytosis and the Extracellular,pone. 0052850
 Iryna Bohovych,Candida albicans,Nature Reviews Microbiology
 Iryna Bohovych,Impact of glucose on oxidative stress resistance in Candida albicans,N/A
 Stavroula Kastora,"A protein quality control module links mitochondrial function and TOR signaling to modulate physiological plasticity, cellular stress responses and lifespan",YEAST
 Stavroula Kastora,"Correction for Sandai et al., The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans",Mbio
 Stavroula Kastora,Novel regulators that control the adaptation of a major fungal pathogen to combinations of host signals,N/A
 Stavroula Kastora,The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,MBio
 Stavroula Kastora,Clinical Genetics Department,Clinical genetics
 Susan Budge,"Geochemical signatures of ore deposits and mineralized rocks from the Pilot Mountains, Mineral County, Nevada","Geochemical signatures of ore deposits and mineralized rocks from the Pilot Mountains, Mineral County, Nevada"
 Susan Budge,"Trace element distribution around precious and base metal veins, Idaho Springs district, Colorado",N/A
 Susan Budge,"Biodegradation of 1, 4-Dioxane by a Native Digestate Microbial Community",N/A
 Susan Budge,OMEGA PhD PROPOSAL-English Version,Toxicology
 Susan Budge,"RJ Fairfield, Jr., DF Siems, JS Zuker, RH Hill",N/A
 Carol A. Munro,Microbiological Research,Methods in enzymology
 Carol A. Munro,Microbiological Research,Methods in enzymology
 Carol A. Munro,INDEX OF PAPERS,Journal of the Association for Information Science and Technology
 Carol A. Munro,The next issue of this journal,Science Education
 Carol A. Munro,INVESTIGATING THE CELL WALL PROTEOME OF CANDIDA ALBICANS USING LC-MS/MS,Journal of proteomics
 Alistair J. P. Brown,The next issue of this journal,Science Education
 Alistair J. P. Brown,"PA 15224, USA",N/A
 Alistair J. P. Brown,Ribulose-1.5-bisphosphate Carboxylase/Oxypcnase and Carbon Assimilation in Merhdococcus capsitlaftts,N/A
 Alistair J. P. Brown,Global Role of the Protein Kinase Gcn2 in,N/A
 Alistair J. P. Brown,INVESTIGATING THE CELL WALL PROTEOME OF CANDIDA ALBICANS USING LC-MS/MS,Journal of proteomics
 Nirbhay Kumar,"For a complete Instructions to Authors, please refer to the International Journal for Parasitology, Vol. 35, No. 1, pp. III–VII, or visit see also http://www. elsevier. com …",N/A
 Nirbhay Kumar,Immunity against Sexual Stages of the Malaria Parasite and Transmission Blocking Vaccines (TBV),Vaccine
 Nirbhay Kumar,PCEU-05 FORMULATION AND EVALUATION OF MUCOADHESIVE ORAL THIN FILM OF ZOLMITRIPTAN USING SAGO PEARL STARCH,N/A
 Nirbhay Kumar,Monitoring and Scheduling the Job in Heterogeneous system Using Hybrid Algorithm,N/A
 Nirbhay Kumar,Performance Comparison of M-PSK and M-QAM Modulations for WiMAX OFDM system under the Rayleigh Fading Channel,N/A
 Paul I. Eke,Time-Released Moisture Day or Night,N/A
 Paul I. Eke,Periodontal Disease in the US,Journal of dental research
 Paul I. Eke,Multilevel Regression and Poststratification Approach for Modeling Geographic Distributions of Population Disease Burden and Health Behaviors: Linking Geocoded Health Surveys …,N/A
 Paul I. Eke,DENTAL,The Lancet
 Paul I. Eke,Adjunctive antimicrobial therapy,Periodontology 2000
 S.L. Hsuan,Imprese Comuni. Community enterprises e rigenerazione urbana nel Regno Unito,N/A
 S.L. Hsuan,"Le Community Enterprises, un'esperienza britannica di rigenerazione urbana",N/A
 S.L. Hsuan,"Innovazione sociale, imprese di comunità e rigenerazione urbana",N/A
 S.L. Hsuan,IMMOBILI PUBBLICI:STRATEGIE DI RIGENERAZIONEA FINI SOCIALI,N/A
 S.L. Hsuan,"La misura dello"" scarring effect"" nelle cooperative sociali italiane","Rivista Impresa Sociale, www. rivistaimpresasociale. it"
 M.S. Kannan,Simple Synthesis of Large pore Mesoporous Iron Substituted Aluminophosphate Molecular Sieves,Research Journal of Chemical Sciences ___________________________________________________________ ISSN
 M.S. Kannan,"Amorphous, Nanostructured, and Film Si PV Investigation of Wide Process Temperature Window for Amorphous Silicon Suboxide Thin-Film Passivation Deposited by Inductively",IEEE Journal of Photovoltaics
 M.S. Kannan,Aluminophosphate based molecular sieves characterisation and catalytic applications,N/A
 M.S. Kannan,Analysis of the damping performance of thin walled composite structures using Finite element method,Composite Structures
 M.S. Kannan,Study of Interlaminar Stresses in Zylon Fibre Reinforcement Composite Plates,N/A
 B. Walcheck,DISTRIBUTION OF VASCULAR ADDRESSINS AND OTHER ENDOTHELIAL-CELL SURFACE-ANTIGENS IN THE SHEEP,FASEB JOURNAL
 B. Walcheck,Examination of IgG Fc receptor CD16A and CD64 expression by canine leukocytes and their ADCC activity in engineered NK cells,N/A
 B. Walcheck,ADAM17-deficiency by mature neutrophils has differential effects on,Blood
 B. Walcheck,Author affiliations,Scientometrics
 B. Walcheck,Abstract| PDF| Full Text| Supplementary Materials| Order a Reprint| https://doi. org/10.18632/genesandcancer. 115,Genes & cancer
 J.F. Wang,The meshless method for two-dimensional space-time fractional dispersion equation based on reproducing kernel particle method,N/A
 J.F. Wang,Hopf Bifurcation Analysis and Control of a Ratio-Dependent Predator–Prey Model of Holling IV Type with Time Delayed Feedback,2010 International Workshop on Chaos-Fractal Theories and Applications
 J.F. Wang,A Dimension Splitting Generalized Interpolating Element-Free Galerkin Method for the Singularly Perturbed Steady Convection–Diffusion–Reaction Problems,Mathematics
 J.F. Wang,A Dimension Splitting-Interpolating Moving Least Squares (DS-IMLS) Method with Nonsingular Weight Functions,Mathematics
 J.F. Wang,What follows is a list of related articles published recently in Chinese Physics B.,N/A
 R.E. Briggs,"The Evolution of Emoticons: Web 1.0 Invention, or Communications Tradition?",N/A
 R.E. Briggs,"The Fervor and Folklore of the Femivore: A Critique of the ""New Domesticity's"" Claim that Feminism Causes Obesity",N/A
 R.E. Briggs,Confluence (12th ed.): Reinstating the Humble “i”: the Capital Contretemps of English Orthography and Culture,N/A
 P. Thumbikat,Uroplakin III is a differentiation switch that modulates Uropathogenic E. coli-1 induced cell death 2 3,N/A
 P. Thumbikat,"David J. Klumpp Departments of Urology and Microbiology-Immunology Feinberg School of Medicine Northwestern University Chicago, Illinois 60611",N/A
 P. Thumbikat,Departments of Urology Feinberg School of Medicine Northwestern University,BJU international
 P. Thumbikat,Trafficking of Bladder Antigens in the Mouse,N/A
 P. Thumbikat,Pain Behavior in Experimental Autoimmune Prostatitis,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology"
 Taku Fujiwara,"Pathology and Surgery of the Salivary Glands Pathology and Surgery of the Salivary Glands, 1975",N/A
 Taku Fujiwara,"Statistics for the social sciences Statistics for the social sciences, 1979",N/A
 Taku Fujiwara,Factors Affecting Color Reproducibility of Resin-veneered Prostheses,N/A
 Taku Fujiwara,"Pediatric Dentistry 561, 1999",N/A
 Taku Fujiwara,小児顎口腔発達管理学研究業績< Publications of Works>(2002),N/A
 Atsuo Amano,"Disorder in eating function: its concept and application to the rehabilitation program Disorder in eating function: its concept and application to the rehabilitation program, 1 …",N/A
 Atsuo Amano,Infection Induces Streptococcus pyogenes,Infection and immunity
 Atsuo Amano,Association between Epithelial Cell Death,N/A
 Atsuo Amano,Molecular Interaction of Porphyromonas gingivalis with Host Cells: Implication for the Microbial Pathogenesis of Periodontal,N/A
 Atsuo Amano,780 June 2000 ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY,N/A
 Shigeyuki Hamada,小児顎口腔発達管理学研究業績< Publications of Works>(2002),N/A
 Shigeyuki Hamada,"Bacteria, Fungi, Parasites, Viruses",Microbial pathogenesis
 Shigeyuki Hamada,"Distribution of emm genotypes and superantigen genes of Streptococcus pyogenes isolated in Japan, 1994–9",Epidemiology & Infection
 Shigeyuki Hamada,Infection Induces Streptococcus pyogenes,Infection and immunity
 Shigeyuki Hamada,Influenza A Virus-Infected Hosts Boost an,N/A
 Patrick Rampal,Nutrition Clinique et M~ tabolisme remercie les sp~ cialistes qui ont bien voulu analyser les articles publi~ s en 1994,N/A
 Patrick Rampal,Month: October 2009,N/A
 Patrick Rampal,REMERCIEMENTS Nutrition clinique et M~ tabolisme remercie les sp~ cialistes qui ont bien voulu analyser les articles adress~ s & la revue en 1991,N/A
 Patrick Rampal,Escherichia coli Enterohemorrhagic,Journal of infectious Diseases
 Patrick Rampal,Preserves the Saccharomyces boulardii,Infection and immunity
 Ian Marriott,"MICROBIAL IMMUNITY AND VACCINES-CD40-CD40 Ligand Interactions Augment Survival of Normal Mice, but Not CD40 Ligand Knockout Mice, Challenged Orally with Salmonella dublin",Infection and immunity
 Ian Marriott,Substance P diminishes lipopolysaccharide and interferon-gamma induced TGF-beta 1 production by murine macrophages,Cellular immunology
 Ian Marriott,Regulation of the store-regulated calcium entry pathway in rat thymic lymphocytes,Regulation of the store-regulated calcium entry pathway in rat thymic lymphocytes
 Ian Marriott,DEPLETION OF ENDOSOMAL CA2+-STORES ACTIVATES A MN2+ CURRENT IN RAT THYMIC LYMPHOCYTES,FASEB JOURNAL
 Kenneth L. Bost,US India Agricultural Knowledge Initiative,Review of Agrarian Studies
 Kenneth L. Bost,Evaluation of reproductive function in,Journal of affective disorders
 Kenneth L. Bost,LACTATION AND BIRTH SPACING IN HIGHLAND NEW GUINEA,N/A
 Kenneth L. Bost,"Human reproductive ecology: interactions of environment, fertility, and behaviour(Research Triangle Park NC, May 21-24, 1993)",N/A
 Kenneth L. Bost,"NC, USA",N/A
 Walla Al-Hertani,"Newborn Neutrophils and Monocytes Fail to Increase Surface CD66B, CD14, and TLR4 in Response to Endotoxin Compared to Adult Cells",Paediatrics & Child Health
 Walla Al-Hertani,HOST RESPONSE AND INFLAMMATION-Lipopolysaccharide-Binding Protein-and CD14-Dependent Activation of Mitogen-Activated Protein Kinase p38 by Lipopolysaccharide in Human …,Infection and immunity
 Walla Al-Hertani,P38 MAP Kinase Mediates Neutrophil Priming by Lipopolysaccharide in Adult But Not Newborn Neutrophils,N/A
 Walla Al-Hertani,GARROD SYMPOSIUM 2015–Metabolic Medicine in Motion,"JIMD Reports, Volume 31"
 Walla Al-Hertani,Role of MyD88 in Diminished Tumor,Infection and immunity
 Robert Bortolussi,Adverse Stress Combined Mannheimia (Pasteurella) Haemolytica Outbreak In A Goat Breeding Center In Sri Lanka,N/A
 Robert Bortolussi,Role of MyD88 in Diminished Tumor,Infection and immunity
 Robert Bortolussi,Thank you! Merci!,PLoS Pathogens
 Robert Bortolussi,Role of Protein Tyrosine Kinase p53/56,N/A
 Robert Bortolussi,Activation of Extracellular Signal-Related,Diabetes
 Cheryl C. Chapple,A Genetic and Biochemical Approach to Identify Function of Novel Proteins in Francisella tularensis,A Genetic and Biochemical Approach to Identify Function of Novel Proteins in Francisella tularensis
 Cheryl C. Chapple,"Christie's Lot 295: Exeter, A 1: 48 Copy of the 4th Rate 60-Gun Ship from 1697",N/A
 Cheryl C. Chapple,"Christie's Lot 290: Royal Sovereign (1701), A 100-Gun First Rate at 1: 64 Scale Model description and historical comments",N/A
 Cheryl C. Chapple,"Christie's Lot 310: Revenge, A 28-gun Frigate from 1754",N/A
 Cheryl C. Chapple,22ND ANNUAL-REVIEW OF CRIMINAL-PROCEDURE-UNITED-STATES-SUPREME-COURT AND COURTS OF APPEALS 1991-1992,Geo. LJ
 Neil Hunter,Cytological Monitoring of Meiotic Crossovers in Spermatocytes and Oocytes,N/A
 Neil Hunter,Role of Proliferating Cell Nuclear Antigen Interactions in the Mismatch Repair-Dependent Processing of Mitotic a...,Genetics
 Neil Hunter,Atomic Force Microscopy Structural Analysis of Intermediates Formed During Meiotic Recombination in S.cerevisiae,N/A
