author,title,publish_place
 Nitzan Shabek,Ubiquitin Meets its Fate: Mechanisms of Ubiquitin Degradation,N/A
 Nitzan Shabek,"Characterization of the Ubiquitin-like Protein, Ddi1 and Its Involvement in the Ubiquitin-proteasome System",N/A
 Fuqing Wu,"Quantitative SARS-CoV-2 tracking of variants Delta, Delta plus, Kappa and Beta in wastewater by allele-specific RT-qPCR",medRxiv
 Fuqing Wu,Metrics to relate COVID-19 wastewater data to clinical testing dynamics,Water research
 Fuqing Wu,Methods and systems for quantifying gene expression in synthetic gene circuits and for tuning synthetic gene ciruits,N/A
 Fuqing Wu,Design and Engineering of Synthetic Gene Networks,N/A
 Fuqing Wu,"A Specific Protein,Flammutoxin Expressed in the Flammulina velutipes Stipe",N/A
 Wei Dong,L. Fei-F ei. ImageNet: A large-scale hierarchical image database,2009 IEEE conference on computer vision and pattern recognition
 Wei Dong,High-Confidence Near-Duplicate Image Detection,Proceedings of the 2nd acm international conference on multimedia retrieval
 Wei Dong,Sizing sketches: a rank-based analysis for similarity search,Proceedings of the 2007 ACM SIGMETRICS international conference on Measurement and modeling of computer systems
 Wei Dong,High-dimensional similarity search for large datasets,High-dimensional similarity search for large datasets
 Wei Dong,"Li, and Li Fei-Fei. Imagenet: A largescale hierarchical image database. IEEE Conference on Computer Vision and Pattern Recognition",2009 IEEE conference on computer vision and pattern recognition
 Lu Gan,Speech Processing Optimal Speech Enhancement Under Signal Presence Uncertainty Using Log-Spectral Amplitude Estimator... I. Cohen 113 Image and Multidimensional Signal …,N/A
 Lu Gan,Signal Detection and Estimation A Fast Recursive Total Least Squares Algorithm for Adaptive FIR Filtering …,IEEE Transactions on Signal Processing
 Lu Gan,LOW-POWER LASER STIMULATION IMPROVES CARTILAGINOUS TISSUE FORMATION IN VITRO,N/A
 Lu Gan,CO-CULTURE OF PRIMARY AND PASSAGED ARTICULAR CHONDROCYTES ALLOWS USE OF MONOLAYER EXPANDED CHONDROCYTES TO FORM CARTILAGE TISSUE IN VITRO,N/A
 Lu Gan,Development Situation of Agricultural Machinery Information and its Countermeasure Research in Sichuan Province,Land
 Weiwei Ma,The Effect of Nuclear Import Inhibition on Ovarian Cancer Cells.,N/A
 Weiwei Ma,Methods and systems for treatment of ovarian cancer,N/A
 Weiwei Ma,Aberrantly up-regulated synaptotagmin-like 2 (SYTL2) promotes tumorigenesis of ovarian cancer cells.,N/A
 Weiwei Ma,Elucidating the functional role of microfibril-associated glycoprotein-2 (MAGP-2) in human ovarian cancer.,N/A
 Weiwei Ma,for Medical Oncology,CA: a cancer journal for clinicians
 He Gao,Dopant-modulated sound transmission with zero index acoustic metamaterials,The Journal of the Acoustical Society of America
 He Gao,Controlling Sound in Non-Hermitian Acoustic Systems,Physical Review Applied
 He Gao,Unidirectional invisibility of an acoustic multilayered medium with parity-time-symmetric impedance modulation,Journal of Applied Physics
 He Gao,Acoustic coherent perfect absorber and laser modes via the non-Hermitian dopant in the zero index metamaterials,Journal of Applied Physics
 He Gao,Coding Metasurface for Talbot Sound Amplification,Physical Review Applied
 Jun Chen,Mn-based oxides with micro-nanostructures for rechargeable batteries,N/A
 Jun Chen,Theoretical and Experimental Combination Studies on the Hydrogen Storage of Mg/MgH2 Nanowires,N/A
 Jun Chen,Dr. Franck Dolhem,ChemSusChem: Chemistry & Sustainability Energy & Materials
 Jun Chen,Supporting information (SI) Micro-nanostructured CuO/C spheres as high-performance anode material for Na-ion batteries,Nanoscale
 Jun Chen,Prof. Dr. Birgit Esser,Angewandte Chemie International Edition
 Chao Yang,"Equiaxed dendritic solidification with convection. 2. Numerical simulations for an Al-4wt% Cu alloy (vol 27A, pg 2765, 1996)",N/A
 Chao Yang,Boundary layer analysis of buoyancy-driven two-phase flow in capillary porous media,N/A
 Chao Yang,Modeling of combined melt convection and solid transport during equiaxed dendritic solidification,N/A
 Chao Yang,Melting and Casting Processes: EFFECTS OF GRAIN REFINING ON GRAIN STRUCTURE AND MACROSEGREGATION IN EQUIAXED CAST INGOTS,Advanced Material and Processing
 Chao Yang,Direct Numerical Simulation of Mass Transport and Electrochemical Reaction in a Lithium-ion Cell,N/A
 Dan Wang,"Visually Meaningful Histopathological Features for Automatic Grading of Prostate Cancer.................................... MKK Niazi, K. Yao, DL Zynger, SK Clinton, J. Chen, M …",IEEE journal of biomedical and health informatics
 Dan Wang,Utilization of mesquite and honey locust pods as feedstocks for energy production. En: Proceeding of workshop sponsored. Tree crops for energy co-production on farme.,N/A
 Dan Wang,"McNeil, B., Harvey, LM: Fermentation: a Practical Approach. IRL Press, Oxford, UK. Pirt, SJ: Principles of Microbe and Cell Cultivation. Blackwell Scientific Publications …",N/A
 Dan Wang,"0-5# II1 371-‘J-fa ‘-PiiEll* il ‘%>'< illl l11""< i § l% E ‘r* il;‘£ 5_ ‘ii-l>'< ll1%‘» l ti?! BSA9l $5?",N/A
 Dan Wang,Synthesis of Complex Gold Nanostructures in a Fungal System,The Journal of Physical Chemistry C
 Junjie Tan,Flowering time regulation by the CONSTANS-Like gene OsCOL10,Plant Signaling & Behavior
 Junjie Tan,"Fine mapping of DTH3b, a minor heading date QTL potentially functioning upstream of Hd3a and RFT1 under long-day conditions in rice",Molecular Breeding
 Junjie Tan,Correction: Corrigendum: D14–SCFD3-dependent degradation of D53 regulates strigolactone signalling,Nature
 Junjie Tan,Engineering of rice varieties with enhanced resistances to both blast and bacterial blight diseases via CRISPR/Cas9,Plant biotechnology journal
 Junjie Tan,Article Addendum,Alternative Therapies in Health and Medicine
 Xin Zhang,Compulsive malposition of birnessite slab in 2D-Parallel birnessite on β-MnO2 networks for enhanced pseudocapacitance performances,Nano Materials Science
 Xin Zhang,Unveiling the Role of Atomically Dispersed Active Sites over Amorphous Iron Oxide Supported Pt Catalysts for Complete Catalytic Ozonation of Toluene at Low Temperature,Industrial & Engineering Chemistry Research
 Xin Zhang,具有独特电子结构的锌掺杂 SnO_2 介导形成氧空位实现高效稳定的光催化降解甲苯 (英文),N/A
 Xin Zhang,High-performance On-chip Micro-supercapacitors (MSCs) with Three-dimensional (3D) Nanostructures,材料导报
 Jiulin Wang,"Goethite as a more effective iron dosage source for mineralization of organic pollutants by electro-Fenton process CM Sánchez-Sánchez, E. Expósito, J. Casado and V. Montiel …",Electrochemistry Communications
 Jiulin Wang,Magnesium borohydride/tetraglyme electrolyte for rechargeable magnesium batteries,N/A
 Jiulin Wang,Synthesis and Lithium Storage Performance of Porous Silicon/Carbon Composite Material from SiCl_4,N/A
 Jiulin Wang,锂离子电池用多孔硅/石墨/碳复合负极材料的研究,無機化學學報
 Ling Jiang,Marketing professionals' perceptions of marketing journals/publications,African Journal of Business Management
 Ling Jiang,Make the Apps Stand Out: Discoverability and Perceived Value Are Vital for Adoption,Journal of Research in Interactive Marketing
 Ling Jiang,How online reviews affect consumers in mobile APP store: a conceptual framework based on elaboration likelihood model,2017 3rd International Conference on Information Management (ICIM)
 Ling Jiang,Curbing Opportunism in Marketing Channels: The Roles of Influence Strategy and Perceived Fairness,Journal of Business Research
 Ling Jiang,Work reflection during leisure time and employee creativity: The role of psychological capital,Journal of Management & Organization
 Xi Liu,Sex differences in oncogenic mutational processes,Nature communications
 Xi Liu,Systematic Analysis of Splice-Site-Creating Mutations in Cancer,Cell reports
 Xi Liu,Integrated comprehensive genomic characterization of upper tract urothelial carcinoma (UTUC),N/A
 Xi Liu,Multilevel Genomics-Based Taxonomy of Renal Cell Carcinoma,Cell reports
 Xi Liu,Molecular profiling predicts meningioma recurrence and reveals loss of DREAM complex,Oncology
 Weiqi Chen,Efficacy of Dual Antiplatelet Treatment in Minor stroke or TIA Patients with Multiple Acute Infarctions and Lower Level of Stress Hyperglycemic Marker–A Post-hoc Analysis of a …,N/A
 Weiqi Chen,"Ticagrelor with Aspirin on Platelet Reactivity in Minor Stroke or Transient Ischemic Attack: A Randomised, Open-Label, Blinded-Endpoint Trial",N/A
 Weiqi Chen,Abstract WP179: Recurrent Stroke in Minor Ischemic Stroke or TIA With Metabolic Syndrome and/or Diabetes Mellitus,Stroke
 Weiqi Chen,Pancreatic beta cell function and prognosis of nondiabetic patients with ischemic stroke,Stroke
 Weiqi Chen,Abstract TP64: Intravenous Thrombolysis in Chinese Patients with Mild Stroke,Stroke
 Cunyu Yan,Characterization of synthetic heparin-like compounds by negative electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry,N/A
 Cunyu Yan,Study on Non-covalent Complexes between Single strand Oligodeoxynucleotide and Flavone Compounds by Electro Spray Mass Spectrometry,Journal of Chinese Mass Spectrometry Society
 Cunyu Yan,"J. Nanjing Agric. Univ. J. Nanjing Agric. Univ. 21, 19, 1998",N/A
 Cunyu Yan,"Plant Hormones: Biosynthesis, Signal Transduction, Action! Plant Hormones: Biosynthesis, Signal Transduction, Action!, 2004",N/A
 Cunyu Yan,Expression Patterns of ABA and GA Metabolism Genes and Hormone Levels during Rice,Journal of Genetics and Genomics
 Shinsaku Ito,The chemical NJ15 affects hypocotyl elongation and shoot gravitropism via cutin polymerization,"Bioscience, Biotechnology, and Biochemistry"
 Shinsaku Ito,Plant hormone cross talk with a focus on strigolactone and its chemical dissection in rice,"Rice genomics, genetics and breeding"
 Shinsaku Ito,Molecular design of strigolactone biosynthetic inhibitors for plant chemical biology,Journal of Pesticide Science
 Shinsaku Ito,Structural basis of the conformational changes in Microbacterium hydrocarbonoxydans IclR transcription factor homolog due to ligand binding,Biochimica et Biophysica Acta (BBA)-Proteins and Proteomics
 Shinsaku Ito,Structural basis for the substrate recognition of aminoglycoside 7′′-phosphotransferase-Ia from Streptomyces hygroscopicus,Acta Crystallographica Section F: Structural Biology Communications
 Tadao Asami,PCP Reviewer List 2014,N/A
 Tadao Asami,Bolton RE,British journal of experimental pathology
 Tadao Asami,List of publications (Apr. 2005–Mar. 2010),N/A
 Tadao Asami,HTTR REACTOR PRESSURE VESSEL XA9846689,N/A
 Tadao Asami,"A. Garcıa Martınez, E. Teso Vilar, 1837",The Journal of Organic Chemistry
 Zhijun Cheng,"Team as Innovation System Revisited: A Cross-Level Model of Proactivity, Knowledge Sharing and TMS",N/A
 Zhijun Cheng,Proactive Team Innovation: An Integrative View of Information Exchange and Supervisor Support,N/A
 Zhijun Cheng,A Multilevel Model of How and When Team-Level Abusive Supervision Diminishes Team Member Voice,N/A
 Zhijun Cheng,RIDING THE INTEGRATIVE WAVE OF JUSTICE RESEARCH: POWER DISTANCE ORIENTATION AS A MODERATOR,Academy of Management Proceedings
 Zhijun Cheng,"Interpersonal comfort model of voice behaviors: The roles of interpersonal, procedural, and distributive justice facets",N/A
 Jie Wang,MJA 2005; 182 (11): 565-568,Medical Journal of Australia
 Jie Wang,Abstract of Incidence of nursing home placement in a defined community,Medical Journal of Australia
 Jie Wang,iv contents,Critical reviews in environmental science and technology
 Jie Wang,Ten-Year Incidence and Progression of Age-Related Maculopathy,Ophthalmology
 Jie Wang,"MJA 2006; 184 (9): 478-479 To the Editor: Healthy ageing is listed as a National Research Priority by the Australian Government. The higher prevalence of sensory, cognitive and …",Medical Journal of Australia
 Haiyang Wang,Mechanical and Electrical Properties of Nanocrystalline and Epitaxial TiN Films,MRS Online Proceedings Library (OPL)
 Haiyang Wang,Single Crystal TaN Thin Films on TiN/Si Heterostructure,MRS Online Proceedings Library (OPL)
 Haiyang Wang,Diffusion Characteristics of Cu in TiN Thin Films,N/A
 Haiyang Wang,Magnetic pinning in YBCO,IEEE transactions on applied superconductivity
 Haiyang Wang,Supplementary information for Direct observation of Lomer-Cottrell Locks during strain hardening in nanocrystalline nickel by in situ TEM,Scientific reports
 Ning Zheng,Student Course Evaluations—How Much Should We Value CourseEval?,N/A
 Ning Zheng,15A. 3 CO2 DATA ASSIMILATION WITH THE COUPLED ATMOSPHERE-VEGETATION MODEL USING LOCAL ENSEMBLE TRANSFORM KALMAN FILTER,N/A
 Ning Zheng,Civilizational Collapse (Part 1),Social Science Quarterly
 Ning Zheng,Expansion of the world's deserts due to global warming and vegetation-albedo feedback,N/A
 Ning Zheng,Submitted to the Journal of Climate for consideration in the USCLIVAR Drought Working Group Special Issue,N/A
 Jianmin Wan,"1) State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing, Jiangsu 210095 2) Institute of Crop Sciences, Chinese Academy of …",N/A
 Jianmin Wan,8. Fine mapping of PGWC-7 for rice appearance quality in rice (Oryza sativa L.),N/A
 Jianmin Wan,An E-learning Model with Semantic-search Function Based on Ontology,Interactive Learning Environments
 Jianmin Wan,1. Development of a series of chromosome segment substitution lines in a Chinese elite rice background,N/A
 R Raja,Decentralised Orchestration of Service-Oriented Workflows,N/A
 R Raja,Cloudbus Workflow Management System as a Platform-as-a-Service for Cloud Computing,N/A
 R Raja,"A Toolkit for Modelling and Simulation of Data Grids with Integration of Data Storage, Replication and Analysis","Grid Computing and Distributed Systems Lab, University of Melbourne, Australlia"
 R Raja,Double Auction-Inspired Meta-Scheduling of Parallel Applications on Global Grids,Journal of Parallel and Distributed Computing
 R Raja,Global Grid Forum: Grid Computing Environments Community Practice (CP) Document,N/A
 D Thorat,Usher's syndrome,Journal of chronic diseases
 D Thorat,Albert & Jakobiec's Principles & Practice of Ophthalmology,N/A
 D Thorat,"Our thanks to those who have helped with this issue of Expert Review of Ophthalmology. Listed below are the authors, referees and others who have kindly given their time …",N/A
 D Thorat,Optical coherence tomography ophthalmoscopy,N/A
 D Thorat,Aneurysmal Type 1 Neovascularization (Formerly Known as Polypoidal Choroidal Vasculopathy) and Age-Related Macular Degeneration,N/A
 G Soundararajan,SLIM: network decongestion for storage systems,Proceedings of the 2nd conference on I/O virtualization
 G Soundararajan,Using System Structure and Semantics for Validating and Optimizing Performance of Multi-tier Storage Systems,Using System Structure and Semantics for Validating and Optimizing Performance of Multi-tier Storage Systems
 G Soundararajan,Automated Provisioning of Backend Databases in Shared Dynamic Content Server Clusters,Automated Provisioning of Backend Databases in Shared Dynamic Content Server Clusters
 G Soundararajan,Collection of Base Models,22nd International Conference on Data Engineering (ICDE'06)
 G Soundararajan,Using Semantic Information to Improve Query Caching,N/A
 P Taylor,Guidelines for the management of HIV infection in pregnant women 2012 (2014 interim review),British HIV Association (BHIVA)
 P Taylor,Supplementary on-line material,International Education Studies
 P Taylor,Human retrovirology,N/A
 P Taylor,97% Progression Free Survival of HIV Positive Pregnant Women 33 Months Post Delivery-London HIV Perinatal Research Group (LHPRG),N/A
 P Taylor,The immune control of HTLV-1 infection: selection forces and dynamics determine HTLV-1 persistence,Front Biosci
 M Gireud,Plasma membrane fluidity predicts the cryopreservative outcome of normozoospermic semen,HUMAN REPRODUCTION
 M Gireud,P-007. Prostasomes inhibit NADPH-oxidase activity of human polymorphonuclear neutrophils,Human Reproduction
 M Gireud,MOLECULAR AND CELLULAR PHARMACOLOGY-Interaction of indomethacin and naproxen with gastric surface-active phospholipids: A possible mechanism for the gastric toxicity of …,Biochemical pharmacology
 M Gireud,Effect of antisecretory treatment on the bioavailability of unmodified and phospholipid-complexed aspirin (ASA).,GASTROENTEROLOGY
 M Gireud,Atherosclerotic plaque destruction by sub-surface ultrafast laser ablation,N/A
 A Singh,Developing core outcome measurement sets for clinical trials: OMERACT Filter 2.0,Journal of clinical epidemiology
 A Singh,Optimal Strategies for Reporting Pain in Clinical Trials and Systematic Reviews: Recommendations from an,The Journal of rheumatology
 A Singh,Diagnoses of Spondyloarthropathies in Veterans Affairs (VA) Databases are Accurate,N/A
 A Singh,"2014 American College of Rheumatology Recommendations for the for the Use of Disease-Modifying Antirheumatic Drugs, Biologic Agents, and Glucocorticoids in the Treatment of …",N/A
 A Singh,Aging is Independently associated with Functional Limitation in Veterans,N/A
 D Lee,CERN Document Server,CERN Document Server Software: the integrated digital library
 D Lee,Expression and relationship of phospho-AKT Cyclin D1 and MMP-9 in human non-small-cell lung cancer,Aizheng
 D Lee,Lunar project ILOM: Application of the analytical theory of Lunar physical libration for the simulation of star observations,"Science China Physics, Mechanics and Astronomy"
 D Lee,Changes of Plasma Proteins in Transition Dairy Cows Based on 2-DE Combination with Mass Spectrometry,N/A
 D Lee,Reliable connectivity and efficient data dissemination in VANETs,N/A
 G Fuller,Atypical Teratoid Rhabdoid Tumor (AT/RT),The American journal of surgical pathology
 G Fuller,A Phase I Study of Vorinostat and Temsirolimus in Children with Newly Diagnosed or Progressive Diffuse Intrinsic Pontine Glioma,N/A
 G Fuller,Transcriptome and Small RNA Deep Sequencing Reveals Deregulation of,The Journal of pathology
 G Fuller,Common Artifacts That Impede Reliable Interpretation and Cause Misdiagnosis,N/A
 G Fuller,miR-124 inhibits STAT3 signaling to enhance T cell-mediated immune clearance of,Cancer research
 L Ji,Abstract Reviewers,Systematic reviews
 L Ji,Effect of Bushen Huoxue (补肾活血) therapy on the glutamate up-take activity of Müller cell,N/A
 L Ji,Synthesis and Insecticidal Activities of Tetrachloromethamidophos,N/A
 L Ji,Advances in Aerodynamics Research on Flapping-Wing Micro Air Vehicles,Progress in Aerospace Sciences
 L Ji,Happiness Union in the Social Administration Pattern——On the Basis of the Survey about the Neighbourhood-emotion Happiness Union in Canglang District of Suzhou,N/A
 J Fangusaro,Role of Survivin‐exon3 in angiogenesis,N/A
 J Fangusaro,Survivin and Survivin isoforms in medulloblastoma show unique patterns of expression and prognostic value,NEURO-ONCOLOGY
 J Fangusaro,Topoisomerase expression in central primitive neuroectodermal tumor (cPNET),LABORATORY INVESTIGATION
 J Fangusaro,CORRIGENDUM: Population Pharmacokinetics of Selumetinib and Its Metabolite N-desmethyl-selumetinib in Adult Patients With Advanced Solid Tumors and Children With Low-Grade Gliomas,CPT: pharmacometrics & systems pharmacology
 J Fangusaro,Basic and Translational Investigations,International Journal of Psychophysiology
 V Rajaram,Melanin depigmentation of the gingiva – three case reports,Int J Laser Dent
 V Rajaram,Principles of gene therapy – a review .,Trends in neurosciences
 V Rajaram,Papillon Lefevre syndrome – case reports 2007.,Indian Journal of Dental Research
 V Rajaram,Platelet-Rich Fibrin–Reinforced Vestibular Incision Subperiosteal Tunnel Access (VISTA) Technique for multiple Root Coverage,Clinical Advances in Periodontics
 V Rajaram,MINIMALLY INVASIVE TECHNIQUES FOR PERIODONTAL REGENERATIVE THERAPY,Journal of Evidence Based Dental Practice
 S Goldman,‘II Neuroscience,Journal of the American Psychoanalytic Association
 S Goldman,Center for Translational Neuromedicine,The Journal of clinical investigation
 S Goldman,Hereditary Disease Foundation,Human molecular genetics
 S Goldman,DEFECT IN GLIAL MATURATION IN VANISHING WHITE MATTER,Journal of Neuropathology & Experimental Neurology
 C Eberhart,Supplementary Material for “A model-based analysis of metal fate in the Thames Estuary”,N/A
 C Eberhart,"Remobilization of legacy metal contamination in sediments adjacent to historic coastal landfills (Thames Estuary, UK)",N/A
 C Eberhart,River fragmentation by hydropower dams and its ignored implications for floating organic material,N/A
 C Eberhart,Are marine plastic particles transport vectors for organic pollutants to the Arctic? Peer reviewed article,Marine Pollution Bulletin
 C Eberhart,Microplastics in oceans Peer reviewed article,Marine pollution bulletin
 V Gopalakrishnan,Working with human tissues for translational cancer research,JoVE (Journal of Visualized Experiments)
 V Gopalakrishnan,Mitochondrial DNA Copy Number in Peripheral Blood and Melanoma Occurrence,PLoS One
 V Gopalakrishnan,A rapid method to estimate the value of genetic analysis of excised cancers: A comparison in the phase I setting.,N/A
 V Gopalakrishnan,Cost-effectiveness of genetic testing in metastatic melanoma patients in the Phase-1 setting.,N/A
 V Gopalakrishnan,Research Article Adult versus Pediatric Neuroblastoma: The MD Anderson Cancer Center Experience,N/A
 A Croft,"Sibylle Koletzko, 5, 6 Arie Levine, 7 Dan Turner, 8 Gigi Veereman, 9, 10 Mattias Neyt, 11 Laetitia Bigot, 12 Frank M Ruemmele, 13, 14 Richard K Russell, On behalf of PIBD …",N/A
 A Croft,Share this story,N/A
 A Croft,Foreword IV,Higher education in America
 A Croft,CROHN’S & COLITIS,Seminars in pediatric surgery
 A Croft,Current treatment of IBD in children,Digestive and Liver Disease
 H-Y Tseng,SYSTEM AND METHODS FOR MODELING CREATION WORKFLOWS,N/A
 H-Y Tseng,Computer Vision Systems and Methods for Diverse Image-to-Image Translation Via Disentangled Representations,N/A
 H-Y Tseng,Incremental False Negative Detection for Contrastive Learning,arXiv preprint arXiv:2106.03719
 H-Y Tseng,Generative Adversarial Networks for Content Creation,Generative Adversarial Networks for Content Creation
 H-Y Tseng,FEW-SHOT VIEWPOINT ESTIMATION,arXiv preprint arXiv:1905.04957
 ST Guo,"Photorefractive fiber and crystal devices: materials, optical properties, and applications X(Denver CO, 2-3 August 2004)","Photorefractive Fiber and Crystal Devices: Materials, Optical Properties, and Applications X"
 ST Guo,"Photorefractive fiber and crystal devices: materials, optical properties, and applications VIII(Seattle WA, 9-11 July 2002)",IEEE Transactions on Electron Devices
 ST Guo,ELECTROOPTIC PROPERTIES OF FERROELECTRIC LEAD BAEUUM NIOBATE (PBN) SINGLE CRYSTALS,N/A
 ST Guo,Ferroelectric Thin-Film Active Sensor Arrays for Structural Health Monitoring,N/A
 ST Guo,THP3 Electrooptic Properties of Lead Barium Niobate (PBN) Single Crystals,N/A
 L Jin,"Article Title: A Gene-Based Recessive Diplotype Exome Scan Discovers FGF6, a Novel Hepcidin-Regulating Iron Metabolism Gene","Blood, The Journal of the American Society of Hematology"
 L Jin,Origins of the Workers Who Built the First Qin Emperor's Mausoleum Revealed by Mitochondrial DNA,N/A
 L Jin,First Announcement of and Call for Papers for “Forum on Genetics Progress and Human Health”,N/A
 L Jin,MOLECULAR BIOLOGY & GENETICS,Microbiological reviews
 L Jin,Genetics Analysis of Shanghai Aborigine with SNPs on Y Chromosome,N/A
 P Hersey,"Supplementary Figures PI (4, 5) P2 5-phosphatase A regulates PI3K/Akt signalling and has a tumour suppressive role in human melanoma",Nature communications
 P Hersey,"“Evidence for upregulation of Bim and the splicing factor SRp55 in melanoma cells from patients treated with selective BRAF inhibitors” Melanoma Research Vol. 22, Issue 3, p …",Melanoma research
 P Hersey,Relationship between Natural Killer Cell Activity and Histological Features of Lymphocyte Infiltration and Partial Regression of the Primary Tumor in Melanoma Patients1,Cancer Research
 P Hersey,Papers to be published,JAMA
 P Hersey,Recent journal contents (1976),"Journal of the Chemical Society, Chemical Communications"
 XD Zhang,Synthesis and Characterization of Poly (ethylene Glycol)-Polyethlenimine Copolymer,N/A
 XD Zhang,An Exploration to Superior Individual Selection of Illicium vercum,N/A
 XD Zhang,Children supracondylar fracture of humerus treated with closed manipulative reduction and Kirschner wire internal fixation,European Journal of Orthopaedic Surgery & Traumatology
 XD Zhang,Two-way Balanced Mechanical Seal,N/A
 XD Zhang,Development of a new experimental method to determine critical pigment-volume-concentrations using impedance spectroscopy. Part II: Solvent based coatings with components …,Progress in organic coatings
 X Liu,"Magnesium supplementation, metabolic and inflammatory markers, and",The American journal of clinical nutrition
 X Liu,BASIC SCIENCE,N/A
 X Liu,Nutritional Epidemiology,Nutritional epidemiology
 X Liu,"Relation of Vitamin D, Calcium, and Magnesium to the Risk of Type 2 Diabetes Mellitus",DIETARY MAGNESIUM: NEW RESEARCH
 X Liu,RELATION OF APOLIPOPROTEIN E POLYMORPHSIM AND RISK OF CORONARY HEART DISEASE,Annals of internal medicine
 B Feng,Towards Privacy-preserving Data-as-a-Service Mashups,N/A
 B Feng,"Allen Wei-Lun Chang, Tamkang University, Taiwan Althea Liang, HP Lab, Singapore Alysson Bessani, University of Lisboa, Portugal Andreas Wombacher, University of Twente, The …",N/A
 B Feng,2012 Index IEEE Transactions on Services Computing Vol. 5,N/A
 B Feng,"Seung-won Hwang, POSTECH, Korea Nitin Indurkhya, eBay Research Laboratories, USA Hasan Jamil, Wayne State University, USA Szymon Jaroszewicz, Institute of Computer Science …",N/A
 B Feng,EIDWT 2011,2011 International Conference on Emerging Intelligent Data and Web Technologies
 N Liu,EXPERIMENT AND NEURAL NETWORK MODEL OF PRIMARY FRAGMENTATION OF OIL SHALE IN FLUIDIZED BED; pp. 114–124,N/A
 N Liu,Interactive effects of multiple conservation and development policies,"Resources, Conservation and Recycling"
 N Liu,Gross Ecosystem Product (GEP): A Tractable Approach for Bringing Ecological Information into Decision-Making,N/A
 N Liu,Exponential stability of a class of jump-diffusions of neutral-type with impulses,N/A
 N Liu,"Mass balance of Carbon, Nitrogen and Water during aerobic biological pretreatment of MSW prior to landfill",Water Science and Technology
 Q Wu,MM1-05 T&D-F0407 A Transformer Predictive Maintenance System Based On Agent-Oriented Programming,N/A
 Q Wu,MM1-03 T&D-F0350 Condition Assessment of Power System Apparatuses Using Ontology Systems,N/A
 Q Wu,Short Term Load Forecasting Using Evolutionary Optimized Modified Locally Weighted GMDH,N/A
 Q Wu,A TWO-DIMENSIONAL CONTINUOUS ACTION LEARNING AUTOMATON,N/A
 Q Wu,Adaptive Computational Architectures from Natural Genetic Engineering Sources-A Case for Support,N/A
 Y Han,Paper: INSULIN PERMEATION THROUGH THERMOSENSITIVE HYDROGELS,Journal of Controlled Release
 Y Han,Doxorubicin loaded pH-sensitive micelle targeting acidic extracellular pH of human ovarian A2780 tumor in mice.(Source: J Drug Target.) Full Citation: J Drug Target. 2005 Aug …,Journal of drug targeting
 Y Han,Paper: THERMALLY ON-OFF SWITCHING POLYMERS FOR DRUG PERMEATION AND RELEASE,Journal of Controlled Release
 Y Han,Paper: THERMOSENSITIVE POLYMERS AS ON–OFF SWITCHES FOR DRUG RELEASE,"Journal of Biomaterials Science, Polymer Edition"
 Y Han,Paper: ON-OFF THERMOCONTROL OF SOLUTE TRANSPORT. I. TEMPERATURE DEPENDENCE OF SWELLING OF NIP AAM NETWORKS MODIFIES WITH HYDROPHOBIC COMPONENTS IN WATER,Pharmaceutical research
 Y Nie,Obesity: Pathophysiology and Intervention (2014),N/A
 Y Nie,• LARGE INTESTINAL CANCER•,Diseases of the Colon & Rectum
 Y Nie,Recovery of brain structural abnormalities in morbidly obese patients after bariatric surgery 2,International Journal of Obesity
 Y Nie,Multiple fresh fecal microbiota transplants induces and maintains clinical,Scientific reports
 Y Nie,Endothelial differentiation of gastric cancer stem-like cell,World Journal of Gastroenterology: WJG
 K Wu,Etude des lignes à ailettes MIS,N/A
 K Wu,"Ali Mahdi, 161 Ali Ouchar, 159 Amal Ghanmi, 73 Ammar Bouallegue, 169, 219, 229, 245, 249",N/A
 K Wu,ECWT Technical Programme Committee 2007,N/A
 K Wu,A millimeter-wave wideband microstrip RF and DC grounding,2012 42nd European Microwave Conference
 K Wu,"Terahertz and gigahertz photonics(Denver CO, 19-23 July 1999)",N/A
 Y Shi,IEEE Officers,IEEE Network
 Y Shi,Zero Redundancy Channel Coding for Vector Quantization Using a Neural Network,N/A
 Y Shi,Convergence of Asymmetric Fully-Connected Binary Neural Network,N/A
 Y Shi,Online Supplementary Materials for “Particle Swarm Optimization with Interswarm Interactive Learning Strategy”,N/A
 Y Shi,"The 2007 IEEE Swarm Intelligence Symposium (SIS07) is held in Honolulu, Hawaii, USA, April 1-5, 2007. It is held together with the other 11 symposia as a part of the 2007 IEEE …",N/A
 D Fan,Mal1 deficiency reduces atherosclerosis and activates PPARγ,Cureus Journal of Medical Science
 D Fan,Structural studies of exchangeable apolipoproteins,Structural studies of exchangeable apolipoproteins
 D Fan,"Erratum to: Guidelines for the use and interpretation of assays for monitoring autophagy (Autophagy, 12, 1, 1-222, 10.1080/15548627.2015. 1100356",Autophagy
 D Fan,"HOXB7 promotes malignant progression by activating the TGF-β signaling pathway Shou Liu, Kideok Jin 3, Yvonne Hui 4, Jie Fu, Chunfa Jie 5, Sheng Feng 6, David Reisman",Cancer research
 D Fan,Conserved Glycines in the C Terminus of,N/A
 S-C Lin,Hypothalamic Control of the Somatotroph in the Anterior Pituitary,N/A
