author,title,publish_place
 B. Nowak,Envisioning Nano Release Dynamics in a Changing World: Using Dynamic Probabilistic Modeling to Assess Environmental Emis-sions of Engineered Nanomaterials,N/A
 Yvonne McCarthy,"Begg, David, 7n Behrend, Hanna, 125 Beitritt, 125 Belfast, 5 Belfast Agreement, 1998, xvii",N/A
 Yvonne McCarthy,AND LIVING CONDITIONS,N/A
 Yvonne McCarthy,The Earnings of Immigrants in Ireland: Results from the 2005 EU Survey of Income and Living Conditions. ESRI WP206. August 2007,N/A
 Yvonne McCarthy,ALAN BARRETT IDE KEARNEY YVONNE MCCARTHY,N/A
 Yvonne McCarthy,"Tim Callan (ed.) Alan Barrett, Kieran Coleman, Liam Delaney, Tony Fahey, Brenda Gannon, Ide Kearney",N/A
 Liang Yang,"Use of different hydrological variables and impacts of atmospheric forcing errors on optimization and uncertainty analysis of the CHASM surface model at a cold catchment, in …",N/A
 Liang Yang,Use of a dynamic phenology module within a land-surface model to represent interannual variation in biogenic emissions on a regional scale,N/A
 Liang Yang,Relative contribution of climate variability and vegetation phenology to biogenic emissions,N/A
 Liang Yang,J8. 17 IMPROVING THE REPRESENTATION OF SNOW PROCESSES IN GLOBAL CLIMATE MODELS,N/A
 Liang Yang,A Simplified TOPMODEL for Hydrologic Simulations in a Climate Model as Applied to the CLM,Journal of Geophysical Research: Atmospheres
 Tim Tolker-Nielsen,The next issue of this journal,Science Education
 Tim Tolker-Nielsen,"Our thanks to all those who have helped with this issue of Future Microbiology. Listed below are authors, referees and others who have kindly given their time, effort and …",N/A
 Tim Tolker-Nielsen,MDPI Community & Outreach,N/A
 Tim Tolker-Nielsen,209 Time for order in microbial systematics Simonetta Gribaldo and,N/A
 Tim Tolker-Nielsen,"Our thanks to all those who have helped with this issue of Future Microbiology. Listed below are authors, referees and others who have kindly given their time, effort and …",N/A
 Chun-Yen Lin,Hepatic adenoma: Report of a case,N/A
 Chun-Yen Lin,Hepatic Adenoma: Report of a Case,N/A
 Chun-Yen Lin,The Indispensable Role of CCR5 for In Vivo,N/A
 Chun-Yen Lin,Tumor-Derived Chemokine CCL5 Enhances TGF-b–Mediated Killing of CD8 þ T Cells in Colon Cancer by T-Regulatory Cells,N/A
 Chun-Yen Lin,Blockade of TNF-a signaling benefits cancer therapy by suppressing effector regulatory T cell expansion,N/A
 Chien-Cheng Chen,Spontaneous rupture of solid pseudopapillary neoplasm of the pancreas during pregnancy,N/A
 Chien-Cheng Chen,Acute rhinosinusitis—related orbital infection in pediatric patients: a retrospective analysis,N/A
 Chien-Cheng Chen,Esophagography after pneumomediastinum without CT findings of esophageal perforation: is it necessary,AJR Am J Roentgenol
 Chien-Cheng Chen,Granulomatous Pneumocystis jiroveci pneumonia in a patient with diffuse large B-cell lymphoma: case report and review of the literature,N/A
 Chien-Cheng Chen,Prognostic value of prepontine cistern invasion in nasopharyngeal carcinoma treated by intensity-modulated radiotherapy,N/A
 Noriyuki Sato,Biotin modulates metal allergy via regulation of IL-1 beta production,N/A
 Noriyuki Sato,Crystalline and magnetic properties of Fe-Mo and Fe-W films with an artificially layered structure,N/A
 Noriyuki Sato,Fabrication of multi-step structure on SiC surface by sequential irradiation of Ar beam,N/A
 Noriyuki Sato,Fabrication of swelling structure on SiC surface by using multi-charged Ar beam,N/A
 Noriyuki Sato,ULTRAFAST 3-TERMINAL AND 2-TERMINAL MRAM ENABLED BY SPIN-ORBIT TORQUE OR THERMALLY ASSISTED SWITCHING,N/A
 Hideaki Miyake,"Synthesis, structure, and reactivity of ruthenium-zinc trinuclear hydrides with phosphine ligands",N/A
 Hideaki Miyake,"Hypervalent silicon and phosphorus atoms in single molecules: Synthesis and properties of phosphoranylalkoxysilicates and a phosphoranyloxysilicate (vol 36, pg 1260, 2007)",N/A
 Hideaki Miyake,Additions and Corrections-Hypervalent Silicon and Phosphorus Atoms in Single Molecules: Synthesis and Properties of Phosphoranylalkoxysilicates and a Phosphoranyloxysilicate,N/A
 Hideaki Miyake,"1, 3, 6-トリホスファフルベンおよび関連化合物の反応と特殊構造リン化合物への誘導",基礎有機化学討論会要旨集 (基礎有機化学連合討論会予稿集) 第 55 回有機反応化学討論会
 Hideaki Miyake,"有機合成化学協会誌: JOURNAL OF Synthetic Organic Chemistry JAPAN 66 (1), 30-40, 2008-01-01",N/A
 Takayuki Kobayashi,"B-10-78 QPM-LN 波長変換器と Si-APD を用いた高感度受信系 (B-10. 光通信システム B (光通信), 一般講演)",N/A
 Takayuki Kobayashi,Channel Arrangement Design in Lumped Amplified WDM Transmission over NZ-DSF Link with Nonlinearity Mitigation Using Optical Phase Conjugation,IEICE Transactions on Communications
 Takayuki Kobayashi,PDM-16QAM 信号の高利得・WDM 一括 位相感応光中継増幅,N/A
 Takayuki Kobayashi,ペタビット級空間分割多重伝送技術の最新動向と課題,N/A
 Takayuki Kobayashi,PPLN 導波路モジュールによる光パラメトリック増幅中継器を用いた大容量・長距離 WDM 伝送,N/A
 Yoji Kato,"Science of konnyaku Science of konnyaku, 1983",N/A
 Yoji Kato,"CARBOHYDRATES, LIPIDS, AND OTHER NATURAL PRODUCTS-Formation of N+ (hexanonyl) lysine in protein exposed to lipid hydroperoxide. A plausible marker for lipid hydroperoxide …",N/A
 Yoji Kato,Preparation of ovomucoid-free egg white and trial production of hypo-allergenic egg dishes,N/A
 Yoji Kato,Advances in Redox Research,N/A
 Yoji Kato,Research Article 1 Metal-catalyzed oxidation of 2-alkenals generates genotoxic 4-oxo-2-alkenals during lipid 2 peroxidation 3,"Bioscience, Biotechnology, and Biochemistry"
 Tomoyuki Tanaka,Zooming in on chromosome dynamics,Cell Cycle
 Tomoyuki Tanaka,Mechanisms mitigating problems associated with multiple kinetochores on one microtubule in early mitosis,N/A
 Tomoyuki Tanaka,GFP-based microscopic approaches for whole chromosome analysis in yeasts,N/A
 Tomoyuki Tanaka,Chromatin immunoprecipitation in budding yeast,N/A
 Hiroyuki Miyamoto,"F. Banhart, 45",N/A
 Hiroyuki Miyamoto,Grain boundary engineering of nanostructured materials by severe plastic deformation technique for high stress corrosion cracking resistance,N/A
 Hiroyuki Miyamoto,Microstructur and Texture evolution of pure copper processed by simple shear extrusion technique,N/A
 Hiroyuki Miyamoto,Microstructural evolution of pure copper after processing by simple shear extrusion technique up to twelve passes,N/A
 Hiroyuki Miyamoto,"Effects of Strain Energy and Grain Size on Corrosion Resistance of Ultrafine Grained Low C, N Fe-20% Cr Steels Fabricated by ECAP",International Journal of Corrosion
 Hosur Joyappa Dechamma,Recent approaches to develop live atenuated FMD vaccines,Virology
 Hosur Joyappa Dechamma,"MEGA2: Molecular Evolutionary Genetic analysis Software MEGA2: Molecular Evolutionary Genetic analysis Software, 2001",Bioinformatics
 Hosur Joyappa Dechamma,Production of high titered immunoreactive serum against FMDV,Indian Journal of Animal Sciences
 Hosur Joyappa Dechamma,"Amplification, cloning and sequencing of Enterococcus feacalis enolase gene",N/A
 Hosur Joyappa Dechamma,DIFFERENTIAL EXPRESSION OF CYTOKINES AND ARGININE METABOLIZING ENZYMES DURING in vitro MATURATION OF BOVINE MONOCYTE DERIVED MACROPHAGES,N/A
 D. Gu,STRUCTURE AND COACTIVATOR FUNCTIONS OF THE HUMAN TRAP/SCC/MEDIATOR COMPLEX,N/A
 D. Gu,The role of ubiquitous and cell specific coactivators in transcription regulation,N/A
 D. Gu,Two contact regions between Statl and CBP/p300 in IFN-γ signaling,N/A
 D. Gu,Advances in the Understanding of the Molecular Pathogenesis of Aggressive B Cell Lymphomas,N/A
 D. Gu,p53-Mdm2 Pathway,Molecular cell
 L. Sheng,Probing the Electronic Structure of Free and Size-Selected Nanoclusters Using Photoelectron Spectroscopy,N/A
 L. Sheng,From Planar Boron Clusters to Borophenes,Nature Reviews Chemistry
 L. Sheng,Photoelectron spectroscopy of multiply-charged anions,Annual review of physical chemistry
 L. Sheng,Chemisorption-Induced 2DĀ3DĀ2D Structural Transitions in Gold Heptamer:(CO) n Au7 Ā (n= 1Ā4),N/A
 L. Sheng,Bulk vs. Interfacial Aqueous Solvation of Dicarboxylate Dianions,N/A
 Q. Wang,Development of College Students' Innovation Capability in Laboratory Medicine Teaching,N/A
 Q. Wang,Studies on the promoting factors of cell adhension in bone tissue engineering: bFGF.,N/A
 Q. Wang,A study of a non-enzyme amperometric immunosensor for rapid detection of AFP based on carbon nanotubes modified glass carbon electrode,N/A
 Q. Wang,Present situation and progress in research on laboratory detection of HIV infection,N/A
 Q. Wang,Moving Developmental Constructs across Cultural Boundaries: Lessons from Cross-Cultural Research on Attachment and Parenting Styles,N/A
 Caroline Proux,Submonomer synthesis of peptoids containing trans-inducing N-imino-and N-alkylamino-glycines,Chemical science
 Caroline Proux,Catching up to nature's ribosomes,N/A
 Caroline Proux,"Athroprotective and Atheroregressive Potential of an [aza-Y4]-GHRP-6 Analogue, a Selective CD36 Ligand, in Apolipoprotein E-deficient Mice",N/A
 Caroline Proux,"Assembly and molecular order of two-dimensional peptoid nanosheets through the oil-water interface (vol 111, pg 13284, 2014)",Proceedings of the National Academy of Sciences
 Caroline Proux,Méthodologie pour la synthèse combinatoire d'azapeptides: application à la synthèse d'analogues aza-GHRP-6 en tant que ligands du récepteur CD36,Méthodologie pour la synthèse combinatoire d'azapeptides: application à la synthèse d'analogues aza-GHRP-6 en tant que ligands du récepteur CD36
 Christopher J Law,Taking Administrative Law to Tax Exceptionalism,N/A
 Christopher J Law,Does the Legal Standard Matter: Empirical Answers to Justice Kennedy's Questions in Nken v. Holder,Ohio St. LJ Furthermore
 Christopher J Law,Does Congress Really Mean to Delegate Interpretative Authority to Agencies,N/A
 Christopher J Law,Brief of Distinguished Alumni of the University of Texas at Austin as Amici Curiae in Support of Respondents,N/A
 Christopher J Law,The Insider's Guide to the Supreme Court of the United States,"Counsel of Appellate Lawyers, Appellate Practice Compendium"
 Wenfei Jin,Genome-Wide Search for Signatures of Natural Selection in African Americans,N/A
 Wenfei Jin,Exploring Population Admixture Dynamics via Distribution of LACS,N/A
 Wenfei Jin,Distribution of Length of Ancestral Chromosomal Segments in Admixed Genomes,N/A
 Wenfei Jin,Three-Dimensional Chromatin Architecture Landscape of Aging and Alzheimer's Disease,N/A
 Wenfei Jin,Supplemental Data Exploring Population Admixture Dynamics via Empirical and Simulated Genome-Wide Distribution of Ancestral Chromosomal Segments,The American Journal of Human Genetics
 Alika Maunakea,E-cadherin promoter region methylation and its correlation with transcript level for the NCI-60 cancer cell lines,N/A
 Alika Maunakea,"Advances in Brief-Experimental Therapeutics-Apoptotic Susceptibility of Cancer Cells Selected for Camptothecin Resistance: Gene Expression Profiling, Functional Analysis, and …",N/A
 Alika Maunakea,Apoptotic response and the mechanism of resistance to camptothecin: a study of gene expression and functional effects,N/A
 Alika Maunakea,Shared epigenetic mechanisms in human and mouse gliomas inactivate expression of the growth suppressor SLC5A8,Cancer Research
 Alika Maunakea,Novel Trisaccharide fatty acid ester identified from the fruits of Morinda citrifolia (noni)[recurso electrónico],N/A
 Brian Abraham,Developments and applications of field mass spectrometers,N/A
 Brian Abraham,Isomerization of Saturated Hydrocarbons. V.1 The Effect of Cyclohexene upon the Isomerization of Methylcyclopentane and Cyclohexane,Journal of the American Chemical Society
 Brian Abraham,Data Comparison Study Between Field and Laboratory Detection of Polychlorinated Biphenyls and Polycyclic Aromatic Hydrocarbons at Super fund Sites,N/A
 Brian Abraham,Thermal Desorption Gas Chromatography-Mass Spectrometry Field Methods for the Detection of Organic Compounds,N/A
 Brian Abraham,Development of an on-site gas chromatography/mass spectrometer for rapid detection of polycyclic aromatic hydrocarbons and polychlorinated biphenyls at hazardous waste sites,N/A
 Misook Ha,DNA context represents transcription regulation of the gene in mouse embryonic stem cells,Scientific reports
 Misook Ha,"Genome announcement, complete genome sequence of Leuconostc citreum KM20",N/A
 Misook Ha,"Carrington JC, Chen X, Wang XJ, Chen ZJ. 2009. Small RNAs serve as a genetic buffer against genomic shock in Arabidopsis interspecific hybrids and allopolyploids. Proceedings …",Proceedings of the National Academy of Sciences
 Misook Ha,Mechanisms of gene expression evolution in polyploids,N/A
 Misook Ha,INVESTIGATIONS-Gene expression-RNAi of met1 reduces DNA methylation and induces genome-specific changes in gene expression and centromeric small RNA accumulation in Arabidopsis …,Genetics
 Keji Zhao,Supplemental Extended Experimental Procedures,N/A
 Keji Zhao,Identification of Potential Human Polycomb Response Elements in T cells,N/A
 Keji Zhao,Regulating Genes Flanking Insulators involves dMes-4/Set2 as key players of Nucleosome dynamics,N/A
 Keji Zhao,Genome-wide Identification of ChIP-Seq Enriched Regions Based on a Statistical Model,Nature methods
 Michael Y Bonner,Voriconazole treatment plus UVB irradiation causes malignant transformation of human HaCaT keratinocyes,N/A
 Michael Y Bonner,Figure. Clinical (A and B) and Microscopic (C) Images From the Present Case,N/A
 Michael Y Bonner,"Novel nanoparticle-delivered compound, Imipramine Blue, halts glioma invasion by affecting actin dynamics",N/A
 Michael Y Bonner,Wilms Tumor 1 (WT-1) overexpression causes malignant transformation of endothelial cells,N/A
 Michael Y Bonner,Melanomas Reveal Their Nakedness: Uncovered by Interferon Alfa,N/A
 Dipali Sharma,"X-DIVERTORS IN ITER-WITHOUT ANY HARDWARE CHANGES OR ADDITIONS-AND IN CURRENT MACHINES, AND DEMO REACTORS",N/A
 Dipali Sharma,Diffusivity effects on density Scrape-off width λn in toroidally discontinuous limiters in Aditya using EMC-EIRENE simulation,N/A
 Dipali Sharma,Design and Analysis of SST-2 Vacuum Vessel,N/A
 Dipali Sharma,Measurement of light mesons by the PHENIX experiment at the RHIC,N/A
 Dipali Sharma,Dielectrons in d+Au collisions measured by PHENIX and its implications on heavy flavor,Nuclear Physics A
 Alyson Evans,Resilience of zooplankton communities in temperate reservoirs with extreme water level fluctuations,Inland Waters
 Alyson Evans,The role of maternal age and context-dependent maternal effects in the offspring provisioning of a long-lived marine teleost,Royal Society open science
 Alyson Evans,"DR 445 Lovley, LA Achenbach, and RF Rosenzweig. 2003. Diversity of Geobacteraceae 446 species inhabiting metal-polluted freshwater lake sediments ascertained by 16S rDNA 447 …",Microbial ecology
 Alyson Evans,Can humans coexist with fishes?,Environmental biology of fishes
 Alyson Evans,Threatened fishes of the world: Deltistes luxatus (Cope 1879)(Catostomidae),Environmental biology of fishes
 Ivana Barbaric,journal homepage: www. elsevier. com/locate/bone,N/A
 Ivana Barbaric,Characterisation of the mouse mutant Yoda,N/A
 Ivana Barbaric,"Thomas F. Allison,* Andrew JH Smith, 3, 5 Konstantinos Anastassiadis, 4 Jackie Sloane-Stanley, 5 Veronica Biga, 2, 7 Dylan Stavish, James Hackland, Shan Sabri, 6 Justin …",N/A
 Ivana Barbaric,"Duncan Baker, Adam J. Hirst, Paul J. Gokhale, Miguel A. Juarez, 3 Steve Williams, 2 Mark Wheeler, 2",N/A
 Ivana Barbaric,STEM CELLS 2017; 35: 2442–2445 www. StemCells. com VC AlphaMed Press 2017,N/A
 __Mark Jones,GENDER TECHNOLOGY ASSESSMENT,Health Information & Libraries Journal
 __Mark Jones,GENDER TECHNOLOGY ASSESSMENT,Health Information & Libraries Journal
 __Mark Jones,Effect of Coordination on the Reactivity of Aromatic Ligands: General Patterns of Reactivity,N/A
 __Mark Jones,Clinical practice poster presentations—full meeting,N/A
 __Mark Jones,ATTEMPTS TO MOBILIZE POLONIUM-210 IN THE BODY,N/A
 Shafaat A Rabbani,Extraction of peptides which are mitogenic for osteoblasts from human prostatic tissue,N/A
 Shafaat A Rabbani,CHARACTERIZATION OF HUMORAL-FACTORS WHICH MEDIATE THE EFFECTS OF MALIGNANCIES ON SKELETAL AND CALCIUM HOMEOSTASIS,N/A
 Shafaat A Rabbani,BIOSYNTHESIS OF PHOSPHORYLATED PARATHYROID-HORMONE BY HUMAN AND BOVINE PARATHYROID-GLANDS INVITRO,N/A
 Shafaat A Rabbani,Genome-wide study of hypomethylated and induced genes in liver cancer patients unravels novel anticancer targets,N/A
 Shafaat A Rabbani,"Prevention of Breast Cancer Growth, Invasion, and Metastasis by Antiestrogen",N/A
 Suhad Ali,"MECHANISMS OF SIGNAL TRANSDUCTION-Prolactin induces SHP-2 association with Stat5, nuclear translocation, and binding to the b-casein gene promoter in mammary cells.",Journal of Biological Chemistry
 Suhad Ali,MECHANISMS OF SIGNAL TRANSDUCTION-Recruitment of the protein-tyrosine phosphatase SHP-2 to the C-terminal tyrosine of the prolactin receptor and to the adaptor protein Gab2.,N/A
 Suhad Ali,Molecular cloning and functional analysis of different forms of the prolactin receptor,N/A
 Suhad Ali,"Retraction: Apoptosis-Inducing Effect of Erlotinib Is Potentiated by 3, 3 0-Diindolylmethane In Vitro and In Vivo Using an Orthotopic Model of Pancreatic Cancer",Molecular cancer therapeutics
 Suhad Ali,Tyrosine Phosphorylation of Grb2: Role in,The EMBO journal
 Lance David Miller,GENOME-WIDE CDNA OLIGO PROBE DESIGN AND ITS APPLICATIONS IN SCHIZOSACCHAROMYCES POMBE,N/A
 Lance David Miller,Devimistat Induces Mitophagy and Chemosensitization Resulting in Increases in Survival in Older But Not Younger AML Patients,N/A
 Lance David Miller,An Overview Of DNA Microarrays: From Technology To Biology And Beyond,N/A
 Lance David Miller,"cancer transcriptome datasets, including immunologic classification [version 2; referees: 1 approved, 1 approved with",N/A
 Lance David Miller,Information theoretic approach for microarray based pathogen detection,N/A
 Michael A Black,Copy number variation of tubulin polymerization-promoting protein is associated with gout risk in Polynesian people,Exploring gout inflammatory pathways and potential novel treatment targets
 Michael A Black,Clinical Correspondence,Bmj
 Michael A Black,University of Otago Stage 4 Genetics 2012,N/A
 Michael A Black,ZEALAND 35,N/A
 Michael A Black,"Oligonucleotide array outperforms SNP array on formalin-fixed paraffin-embedded clinical samples 1 Soroush Nasri, Ahmad Anjomshoaa, Sarah Song, Parry Guilford, Les McNoe",N/A
 Chee Wee Ong,Treatment-induced hypoxia attenuates enzalutamide response and promotes resistance in pre-clinical models of prostate cancer,Annals of Oncology
 Chee Wee Ong,Enhanced radio-sensitivity of PTEN-deficient prostate tumours mediated by inhibition of intrinsic and treatment-potentiated CXC-chemokine signaling,N/A
 Chee Wee Ong,Enzalutamide-induced hypoxia attenuates response and promotes resistance in pre-clinical models of prostate cancer.,N/A
 Chee Wee Ong,The prognostic and therapeutic value of EpHA2 in early colorectal cancer (CRC).,N/A
 Chee Wee Ong,KRAS mutation analysis in a complex molecular diagnostic referral practice: the need for test redundancy,N/A
 Kartiki V Desai,Data mining-high content screening pipeline for discovery and validation of novel targetable oncogenes,N/A
 Kartiki V Desai,Differential global effects of selective estrogen receptor modulators on estrogen receptor binding and transcriptional regulation,N/A
 Kartiki V Desai,An in vivo to in vitro pipeline for receptor oncogene discovery and validation,N/A
 Kartiki V Desai,Understanding mechanism of estrogen receptor mediated gene regulation in MCF7 and Ishikawa cell lines,N/A
 Kartiki V Desai,SMAD3 DEFICIENCY AFFECTS THE MECHANOTRANSDUCTION OF WOUND CLOSURE,Proceedings of the National Academy of Sciences
 Jimin Guo,External signals regulate continuous transcriptional states in hematopoietic stem cells,N/A
 Jimin Guo,Thymus Regeneration Is Dependent on Distinct Mesenchymal Stromal Cell Populations,Blood
 Jimin Guo,A Short Pulse of Prostaglandin E2 (PGE2) Affects Long Term Clonal Dynamics during Hematopoietic Stem Cell Transplantation,N/A
 Jimin Guo,Prognostic Roles and Regulation of Smad-mediated TGFβ Signalling in Breast Cancer,Prognostic Roles and Regulation of Smad-mediated TGFβ Signalling in Breast Cancer
 Siqi Shen,DOS-GAN: A Distributed Over-Sampling Method Based on Generative Adversarial Networks for Distributed Class-Imbalance Learning,N/A
 Siqi Shen,Fixed-size Objects Encoding for Visual Relationship Detection,Neural Processing Letters
 Siqi Shen,Resilient Disaggregated Network Flow Monitoring,Proceedings of the ACM SIGCOMM 2019 Conference Posters and Demos
 Siqi Shen,Massivizing Networked Virtual Environments on Clouds,N/A
 Siqi Shen,"We play, therefore I am",Games and Culture
 Zhiling Zhang,A robust and non-invasive fetal electrocardiogram extraction algorithm in a semi-blind way,N/A
 Zhiling Zhang,Linear prediction based blind source extraction algorithms in practical applications,International Conference on Independent Component Analysis and Signal Separation
 Zhiling Zhang,T-MSBL for Sparse Signal Recovery and Compressed Sensing,N/A
 Zhiling Zhang,Sparse Bayesian learning for identifying the neuroanatomical basis of cognitive impairment in Alzheimer’s disease,IEEE transactions on medical imaging
 Zhiling Zhang,ANewApproachforHeartRateMonitoringusingPhotoplethysmography SignalsContaminatedbyMotionArtifacts,N/A
 Weiwei Zhang,DRAFT: AEROELASTIC OPTIMIZATION OF WING STRUCTURE WITH TRANSONIC FLUTTER CONSTRAINTS,N/A
 Weiwei Zhang,PRELIMINARY STUDY OF NON-LINEAR AEROELASTIC PHENOMENA IN HYPERSONIC FLOW,N/A
 Weiwei Zhang,NUMERICAL STUDY ON TRANSONIC BUFFET ACTIVE CONTROL BY OPEN AND CLOSED-LOOP STRATEGIES,N/A
 Weiwei Zhang,The Numerical Simulation of Non-linear Aeroservielasticity,N/A
 Weiwei Zhang,A layered reduced-order model for nonlinear unsteady aerodynamics,N/A
 Wei Xiao,Soluble interleukin-15 alpha chain administration during murine infectious arthritis defines a role for IL-15 in regulating T helper 1 responses.,N/A
 Wei Xiao,SIGNALING TO THE NUCLEUS-LPS SYNERGISES WITH IFN-g IN THE INDUCTION OF INOS BY MODULATING THE RATIO OF IRF-1/IRF-2 EXPRESSION RESULTING IN SYNERGY BETWEEN IRF-1 AND NF-kB AT …,N/A
 Wei Xiao,Allograft rejection by mice lacking inducible nitric oxide synthase,N/A
 Wei Xiao,Inducible nitric oxide synthase (iNOS) in the developing murine placenta.,N/A
 Wei Xiao,Brief Definitive Report,N/A
 Pavel P. Philippov,Investigation of the Effect of End Mill-Geometry on Roughness and Surface Strain-Hardening of Aluminum Alloy AA6082,Materials
 Pavel P. Philippov,Micro-and nanomechanical study on aluminum bulk material and micromachined surfaces,N/A
 Pavel P. Philippov,Preparation of the Surfaces of High-Purity Polycrystalline Aluminum for the Mechanical Analysis by Means of Nanoindentation,N/A
 Pavel P. Philippov,A Novel Method for Measuring Elastic Modulus of Foundry Silicate Binders,N/A
 Pavel P. Philippov,"YA Cheylyakh, AP Cheiliakh",N/A
 Giorgia Zadra,haematologica 2004; 89: 1332-1340 [medline][PDF][index] Molecular genetic analysis of severe coagulation factor XI deficiency in six Italian patients,haematologica
 Giorgia Zadra,Analisi genetico-molecolare della carenza grave di fattore XI della coagulazione in pazienti italiani,N/A
 Giorgia Zadra,Molecular genetic analysis of coagulation factor XI deficiency in Italian patients,N/A
 Giorgia Zadra,Analisi genetico-molecolare della carenza di fattore XI della coagulazione in pazienti italiani,N/A
 Giorgia Zadra,Direct targeting of the energy sensor AMPK inhibits prostate cancer cell growth through blockade of the lipogenic switch: novel therapeutic implications,N/A
 Valentina Vaira,Ex-vivo culture of normal and cancerous tissues: a tissue slice model,N/A
 Valentina Vaira,Apoptosis Taqman Low-Density Array: Analysis of Programmed Cell Death Patway in CLL.,Blood
 Valentina Vaira,Gene expression signature of the apoptotic patway in indolent CLL by low-density array technology,N/A
 Valentina Vaira,2449 This Month in AJP,N/A
 Valentina Vaira,online at: http://contentsdirect. elsevier. com,N/A
 Silvano Bosari,DNA QUANTITATION BY IMAGE-ANALYSIS OF PARAFFIN-EMBEDDED BREAST CARCINOMAS-A COMPARATIVE INVESTIGATION WITH FLOW-CYTOMETRY AND IMAGE-ANALYSIS OF FRESH TISSUE,N/A
 Silvano Bosari,"DNA CONTENT, PROLIFERATION AND NEU-ONCOGENE EXPRESSION IN BREAST CARCINOMAS",N/A
 Silvano Bosari,"Total parenteral nutrition and energy expenditure in general surgery, trauma and sepsis",N/A
 Silvano Bosari,In vitro liver and muscle protein metabolism in noninfected and infected normal and cirrhotic rats,N/A
 Silvano Bosari,2449 This Month in AJP,N/A
 Sandra Hodge,Methylprednisolone Increases Monocyte IL-10 in Stimulated Whole Blood-Relevance to Acute Graft V Host Disease,N/A
 Sandra Hodge,Michael Abramson,N/A
 Sandra Hodge,In Vitro Effects of Glucocorticosteroids on Cytokine Production at the Cellular Level-relevance to GVHD,N/A
 Sandra Hodge,Cytokine responses against two respiratory pathogens in children are dependent on IL-1β—Data Supplement,N/A
 Sandra Hodge,TASK FORCE REPORT,Eur Heart J
 Mark D. Holmes,Modelling heat transfer in powder bed additive manufacturing,N/A
 Mark D. Holmes,A Methodology for Automated Pellet size Distribution in a Pellet Mill,International Conference on Sustainable Design and Manufacturing
 Mark D. Holmes,DEM Prediction Of Burden Distribution Patterns In A Blast Furnace Bell-Less Top Charging System,"6th Int. Conf. on Discrete Element Methods (DEM6), Colorado School of Mines, Colorado, USA"
 Mark D. Holmes,Sulfur Uptake and Dry Weight of Cabbage,Journal of Plant Nutrition and Soil Science
 Mark D. Holmes,Immersive Virtual Reality as a teaching aid for anatomy,N/A
 Paul N. Reynolds,Effect of pharmacological blocking of TLR-4 on osteoarthritis in mice,Journal of Arthritis
 Paul N. Reynolds,Caspase dependent and independent mechanisms of apoptosis across gestation in a sheep model of placenta insufficiency and intrauterine growth restriction,N/A
 Paul N. Reynolds,Decreased activation of placental mTOR family members is associated with the induction of intrauterine growth restriction (IUGR) by secondhand smoke (SHS) in the mouse,N/A
 Paul N. Reynolds,Involvement of TGFß1 in the initial phase of TMJ and knee osteoarthritis,Osteoarthritis and Cartilage
 Paul N. Reynolds,Targeted mutation of nuclear bone morphogenetic protein 2 (nBMP2) impairs secondary immune response in a mouse model,N/A
 Chia-Wei Lin,New Phytologist Supporting Information Article title: DNA methylation and gene expression regulation associated with vascularization in Sorghum bicolor,N/A
 Chia-Wei Lin,Genome-wide Binding Site Map of Mammalian Transcription Factors Reveals Rapid Turnover,N/A
 Chia-Wei Lin,Genome-wide 3D maps of regulatory interactions in the mouse developing forebrain,N/A
 Chia-Wei Lin,Lineage-specific chromatin signatures reveal a regulator of lipid metabolism in microalgae,N/A
 Chia-Wei Lin,Genome sequence of the Ornithopus/Lupinus-nodulating,N/A
 Wan-Chun Cheng,Genetic Association and Expression Correlation between Colony-Stimulating Factor 1 Gene Encoding M-CSF and Adult-Onset Still’s Disease,Journal of immunology research
 Wan-Chun Cheng,Attenuation of Wnt/β-catenin signaling in patients with Stevens-Johnson syndrome and toxic epidermal necrolysis,International journal of biological sciences
 Wan-Chun Cheng,"SJS/TEN 2019: From science to translation (vol 98, pg 2, 2020)",N/A
 Wan-Chun Cheng,Corrigendum to ‘SJS/TEN 2019: From science to translation’[J. Dermatol. Sci. 98/1 (2020) 2–12],N/A
 Wan-Chun Cheng,Use of in vitro tests to assess the causative drugs for NSAIDs-induced type I hypersensitivity,N/A
 Yan Wang,AIGO: A southern hemisphere detector for the worldwide array of ground-based interferometric gravitational wave detectors,Classical and Quantum Gravity
 Yan Wang,Periodicity Search in RXTE ASM Data,The Astrophysical Journal Supplement Series
 Yan Wang,LIGO: S1 Science Results and Plans Beyond,N/A
 Yan Wang,Kozai Mechanism and Gravitational Wave Detection,Physical Review Letters
 Yan Wang,X-Ray Binary X1908+ 075,The Astrophysical Journal
 Qiang Wei,Synthesis of Stimuli-responsive Nanoparticles by Solution Polymerization,N/A
 Qiang Wei,Topographic Cues Guiding Cell Polarization via Distinct Cellular Mechanosensing Pathways,Small
 Qiang Wei,Scalable Fabrication of Clean Nanodiamonds via Salt-Assisted Air Oxidation: Implications for Sensing and Imaging,N/A
 Qiang Wei,Functional Polymers for Biointerface Engineering,International Journal of Polymer Science
 Qiang Wei,细胞怎样感知与响应微环境机械力学性能?,N/A
 Hong-Tao Xu,Biochemical evidence of HIV-1 subtype B and C different patterns of resistance to integrase inhibitors,N/A
 Hong-Tao Xu,Comparative biochemical analysis of wildtype and drug resistant HIV-1 integrase subtypes B and C,N/A
