author,title,publish_place
 Zhiwei Wang,STUDY ON THE APPLICATION OF ZEOLITE MATERIALS TO POLLUTED RIVER IN-SITU TREATMENT,N/A
 Michal Mizrahi,Efficient and Perfect domination on circular-arc graphs,Electronic Notes in Discrete Mathematics
 Michal Mizrahi,Domination problems on P5-free graphs∗,N/A
 Michal Mizrahi,Algoritmos y complejidad para algunos problemas de dominación,Algoritmos y complejidad para algunos problemas de dominación
 Michal Mizrahi,An  time algorithm for minimum weighted dominating induced matching,International Symposium on Algorithms and Computation
 Orli Binyamin,v. 14 Winter 2015 Editorial,N/A
 Orli Binyamin,COUNTRY FRAMING REPORT,N/A
 Orli Binyamin,Sexuality and the female national subject,N/A
 Orli Binyamin,Feminist perspectives on economics and gender systems,N/A
 Orli Binyamin,Feministische Perspektiven auf Ökonomie und Geschlechterordnung,"GENDER–Zeitschrift für Geschlecht, Kultur und Gesellschaft"
 Lei Shan,Supporting Information: Electrically tunable,Langmuir
 Lei Shan,E06. 材料基因组,农业生物技术学报
 Lei Shan,Graphene-Based Spintronic Components,Physical Review B
 Lei Shan,Co2FeAl/MgO/Co2FeAl (001) Perpendicular Magnetic Tunnel Junctions: A Systematic First-Principles Study,N/A
 Lei Shan,First-principles Prediction of Unconventional Dilute Magnetic Semiconductors,Reviews of modern physics
 Dan Wang,"Visually Meaningful Histopathological Features for Automatic Grading of Prostate Cancer.................................... MKK Niazi, K. Yao, DL Zynger, SK Clinton, J. Chen, M …",IEEE journal of biomedical and health informatics
 Dan Wang,Utilization of mesquite and honey locust pods as feedstocks for energy production. En: Proceeding of workshop sponsored. Tree crops for energy co-production on farme.,N/A
 Dan Wang,"McNeil, B., Harvey, LM: Fermentation: a Practical Approach. IRL Press, Oxford, UK. Pirt, SJ: Principles of Microbe and Cell Cultivation. Blackwell Scientific Publications …",N/A
 Dan Wang,"0-5# II1 371-‘J-fa ‘-PiiEll* il ‘%>'< illl l11""< i § l% E ‘r* il;‘£ 5_ ‘ii-l>'< ll1%‘» l ti?! BSA9l $5?",N/A
 Dan Wang,Synthesis of Complex Gold Nanostructures in a Fungal System,N/A
 Huawu Zeng,HCIC Panel Proposal,N/A
 Huawu Zeng,A Partnership Model to Facilitate EHRS Adoption and Improvement of Quality of Care in Safety Net Providers,Journal of the American Medical Informatics Association
 Huawu Zeng,Scalable Route Lookup Scheme with Small Forwarding Table and Fast Update Capability,N/A
 Huawu Zeng,SPECIAL SECTION ON CLOUD COMPUTING AND BIG DATA,International Journal of Communication
 Huawu Zeng,A Memory-Efficient Parallel String Matching Architecture for High Speed Intrusion Detection Systems,IEEE Journal on Selected areas in Communications
 Weidong Zhang,A Synthetic Decoding Method of 3GPP Multimedia Broadcast/Multicast Services Raptor Codes,N/A
 Weidong Zhang,"Department of Automation, Shanghai Jiaotong University, Shanghai 200030, PR China Fax:+ 86.2 1.62813329-18, Email: wdzhang@ maill. sjtu. edu. cn",N/A
 Weidong Zhang,Head Pursuit Adaptive Nonlinear Guidance Law,N/A
 Weidong Zhang,A New Closed-loop Identification Based on Relay Feedback,N/A
 Weidong Zhang,A NOVEL TWO-DEGREE-OF-FREEDOM CONTROL STRATEGY FOR UNSTABLE PROCESSES WITH DELAY,N/A
 Xiaodong Pan,18F-Labelled pyrrolopyrimidines reveal brain leucine-rich repeat kinase 2 expression implicated in Parkinson’s disease,N/A
 Xiaodong Pan,Wearable Monitoring and Predicting System for Knee Joint Fatigue Based on Curvature and Pressure Sensing,N/A
 Xiaodong Pan,CX3CR1 modulates cognitive dysfunction induced by sleep deprivation,N/A
 Xiaodong Pan,Study on the structure of retina in Parkinson′ s disease with cognitive impairment,N/A
 Xiaodong Pan,Risk Factors for Aphasia in Cerebral Small Vessel Diseases,N/A
 Long Chen,Strain/Stress-Assisted Spin Transfer Torque Effects Using Phase Field And Micromagnetic Methods,N/A
 Long Chen,Ferroelastic Switching in PZT Thin Films: Phase-field Modeling,Applied Physics Letters
 Long Chen,"An Integrated Framework for Multi-Scale Materials Simulation and Design Z.-K. Liu1*, L.-Q. Chen1, P. Raghavan2, Q. Du3, JO Sofo4, SA Langer5 C. Wolverton6 1Department of …",Journal of computer-aided materials design
 Long Chen,of the AI-Ca Binary System,N/A
 Long Chen,IRG 1-Designing Functionality into Layered Ferroics,N/A
 Rong Huang,Inverse Problem of Matrix Equation of AX= B on the Sub-generalized Positive Definite Matrix,N/A
 Rong Huang,Functional expression of rat peptidylglycine alpha-hydroxylating monooxygenase in insect cells,N/A
 Rong Huang,Preliminary investigation on development of male and female gametophytes in Cycas Panzhihuaensis L. Zhou et SY Yang,Chinese Bulletin of Botany
 Rong Huang,A multicomputer system for the optical character reader,N/A
 Rong Huang,Genome-wide Discovery and Clinical Validation of Pharmacogenomic Markers for Chemotherapy,Annals of oncology
 Alexander Fletcher,Ten simple rules for effective computational research,PLoS Computational Biology
 Alexander Fletcher,Modelling Transport Processes in Spinal Discs,N/A
 Alexander Fletcher,This is a repository copy of A computational modelling approach for deriving biomarkers to predict cancer risk in premalignant disease..,N/A
 Alexander Fletcher,Impact of implementation choices on quantitative predictions of,N/A
 Alexander Fletcher,Identification of point of passage for cell culture,N/A
 Murray Korc,Defined localization of nestin-expressing cells in L-arginine-induced acute pancreatitis,N/A
 Murray Korc,Suppression of ovarian cancer cell tumorigenicity and evasion of Cisplatin resistance using a truncated epidermal growth factor receptor in a rat model,Cancer research
 Murray Korc,Growth inhibition of a human colorectal carcinoma cell line by interleukin 1 is associated with enhanced expression of γ-interferon receptors,N/A
 Murray Korc,Smad7 abrogates transforming growth factor-β1-mediated growth inhibition in COLO-357 cells through functional inactivation of the retinoblastoma protein,Journal of Biological Chemistry
 Murray Korc,Processing of epidermal growth factor by suckling and adult rat intestinal cells,N/A
 Dipanjan Chanda,PS6-4. Toward selective targeting of muscular AMPK: in search of a small molecule to change AMPK cellular localization,N/A
 Dipanjan Chanda,PS6-2.‘Tour d’AMPK’: Myocellular cycling of the energy sensor AMPK between free and glycogen-bound states,N/A
 Dipanjan Chanda,Omega-3 fatty acids prevent insulin resistance in cardiomyocytes as induced by high insulin exposure,N/A
 Dipanjan Chanda,Role of CREBH in Gluconeogenesis,Cell metabolism
 Dipanjan Chanda,BBA-Molecular Basis of Disease,N/A
 Don-Kyu Kim,Chemical synovectomy with rifampicin for hemophilic arthropathy in Korea,N/A
 Don-Kyu Kim,Reliability of Passive Knee Joint Position Sense Test,N/A
 Don-Kyu Kim,Poster 122: Comparison of Dominant and Non-Dominant Direction Isokinetic Trunk Rotator Muscle Function in Korean Professional Golfers,N/A
 Don-Kyu Kim,Sport-related Characteristics of Spinal Cord Injured Shooting Players and Functional Classification,N/A
 Don-Kyu Kim,거대 대동맥궁 동맥류로 인한 급성 발성 이상 및 적용 가능한 재활: 증례보고,N/A
 Seung-Hoi Koo,Prominin-1-Radixin Axis controls hepatic gluconeogenesis by regulating PKA activity Prom1 regulates hepatic PKA signaling,N/A
 Seung-Hoi Koo,Activation of mouse olfactory receptor 544 decreases adiposity by altering fuel preference to fats,N/A
 Seung-Hoi Koo,Role of CRTC2 in the control of hepatic gluconeogenesis,Biodesign
 Seung-Hoi Koo,Protein Arginine Methylation in Hepatic Glucose Metabolism Regulation: Histone or Nonhistone? That Is the Question Reply,Science Signaling
 Seung-Hoi Koo,Involvement of a novel transcription factor complex in glucose regulation of hepatic genes,N/A
 Chul- Ho Lee,Low-frequency noise characterizations of back-gate ZnO nanorod field-effect transistor structure (Silicon devices and materials: 第 15 回先端半導体デバイスの基礎と応用に関するアジ …,N/A
 Chul- Ho Lee,Observation of Aharonov-Bohm Oscillation in ZnMgO/ZnO Coaxial Nanorod Heterostructure,N/A
 Chul- Ho Lee,Controlled growth of ZnO micro-and nanorod arrays by wet chemical method,N/A
 Chul- Ho Lee,"Hetero‐Integration of Silicon Nanomembranes with 2D Materials for Bioresorbable, Wireless Neurochemical System",N/A
 Chul- Ho Lee,The Schottky-Mott rule expanded for two-dimensional semiconductors: influence of substrate dielectric screeening,ACS nano
 Payel Ghatak,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells,PloS one
 Payel Ghatak,Unveiling the role of Dps in the organization of mycobacterial nucleoid,PLoS One
 Payel Ghatak,The Mycobacterial MsDps2 Protein Is a Nucleoid-Forming DNA Binding Protein Regulated by Sigma Factors σA and σB,PLoS One
 David H. Price,"P-TEFb compositions, methods and screening assays",N/A
 David H. Price,Compositions comprising flavopiridol and their use for hiv therapy,N/A
 David H. Price,(c) Pollution of Water,N/A
 David H. Price,The grants associates program,N/A
 David H. Price,Cotranscriptional Processing of,Journal of cell science
 Joan Conaway,Promoting Literacy as a Decision-making Process: Recent Reading Research Symposium. Feeling Prepared: Preservice Teachers’ Perceptions of Readiness to Teach Language Arts,N/A
 Joan Conaway,PRESERVICE TEACHERS’ASSESSMENT OF THE USE OF CENTERS AS AN ASPECT OF DEVELOPMENTALLY APPROPRIATE PRACTICE IN FIRST GRADE CLASSROOMS,N/A
 Joan Conaway,Assessing attitudes in middle and secondary schools,N/A
 Joan Conaway,1.0 Teacher Reflection and Video Recording,N/A
 Joan Conaway,Renewal in the Land of Eternal Spring,N/A
 Cheng-Ming Chiang,More cooperation compensates for lower self-esteem in social dilemmas,N/A
 Cheng-Ming Chiang,Research on intertemporal choice: From single dated outcomes to multiple dated outcomes,Advances in Psychological Science
 Cheng-Ming Chiang,Myopic loss aversion or following the with-larger-difference dimension? A heuristic model of risky decision making for both single and aggregated plays,N/A
 Cheng-Ming Chiang,跨期选择中的跨时间周期效应,应用心理学
 Cheng-Ming Chiang,风险投资中的短视效应及理论解释,应用心理学
 Ali Shilatifard,The H3K27me3 Demethylase dUTX Is,Molecular and cellular biology
 Ali Shilatifard,"Parafibromin, a Component of the Human",N/A
 Ali Shilatifard,MLL Rearrangements in Acute Myeloid Leukemia,Leukemia
 Ali Shilatifard,Licensed to elongate: a molecular mechanism for MLL rearranged leukemia,Epigenetics and Cancer
 Ali Shilatifard,The next issue of this journal,Science Education
 Ananda L. Roy,Issue contents 549,N/A
 Ananda L. Roy,Inhibition of TFII-I-Dependent Cell Cycle,N/A
 Ananda L. Roy,"MC Golding, ME Westhusin (USA) Analysis of DNA (cytosine 5) methyltransferase mRNA sequence and expression in bovine preimplan-tation embryos, fetal and adult tissues 551",N/A
 Ananda L. Roy,505 ‘Necrosome’-induced inflammation: must cells die for it? 510 Targeting immune effector cells to promote antibody-induced cytotoxicity in cancer immunotherapy,N/A
 Ananda L. Roy,C Type Lectin Domain,The FEBS journal
 Sakthikumar Ambady,"JK Lunney: 1, DR Grimm*, R. Holley-Shanks*, T. Goldman",N/A
 Sakthikumar Ambady,Chromosome specific libraries and their use in swine genome mapping,N/A
 Sakthikumar Ambady,Analysis of the NM7659 t (Z; 1) translocation in chickens by chromosome painting and localization of ev 21,N/A
 Sakthikumar Ambady,Microisolation and microcloning of the chicken z-chromosome,N/A
 Sakthikumar Ambady,MICRO-MANIPULATION OF CHICKEN CHROMOSOMES AND DEVELOPMENT OF CHROMOSOME-SPECIFIC DNA LIBRARIES.,N/A
 Olga Kashpur,IPSC REPROGRAMMING RECOVERS CELLULAR FUNCTIONS OF DIABETIC FOOT ULCER FIBROBLASTS VIA MODULATION OF MICRORNA,N/A
 Olga Kashpur,903 iPSC reprogramming rescues epigenetic signature and cellular functions of diabetic foot ulcer fibroblasts to promote healing,N/A
 Olga Kashpur,Correction: Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells,PloS one
 Olga Kashpur,Effects of Low Oxygen and FGF2 on Human Dermal Fibroblasts,N/A
 Olga Kashpur,Animal Cloning & Cell Reprograming,Stem Cell Research & Therapy
 Primoz Rozman,Source: PLoS ONE.,PloS one
 Primoz Rozman,Tweganje in warnest pri navzkriînem preizkusu,N/A
 Primoz Rozman,"Tina Cirman, Matej Beltram, Petra Schollmayer, Primož Rožman & Mateja",N/A
 Primoz Rozman,Informatizacija transfuzijske prakse z uporabo prenosnega večpredstavnega terminala,N/A
 Primoz Rozman,PREPARATION OF AUTOLOGOUS CD34+ CELLS FOR INTRACORONARY INFUSION TO PATIENTS WITH END–STAGE DILATED CARDIOMYOPATHY,N/A
 Tanja Dominko,Effect of osmolarity and hormones in the culture medium on germinal vesicle breakdown (GVBD) of porcine oocytes,Theriogenology
 Tanja Dominko,Ето текста на съобщението [re: Swebus] Автор Swebus (),N/A
 Tanja Dominko,"Adenot, PG 185 Aguilar, AA 195 Aktas, H. 305 Alcivar, AA 186",N/A
 Tanja Dominko,Activity and toxicity of a recombinant LL37 antimicrobial peptide,N/A
 Tanja Dominko,Relationship between the maturational state of oocytes at the time of insemination and sex ratio of subsequent early bovine embryos.--p. 1041-1050.,N/A
 Xiaoming Lei,Tale of two- axion models,Physical Review D
 Xiaoming Lei,Operators For Generic Effective Field Theory at any Dimension: On-shell Amplitude Basis Construction,arXiv preprint arXiv:2201.04639
 Xiaoming Lei,Measurement of the inclusive and differential  cross sections in the single-lepton channel and EFT interpretation at  = 13 TeV,Journal of High Energy Physics
 Xiaoming Lei,Topics in Higgs phenomenology and holographic complexity,Topics in Higgs phenomenology and holographic complexity
 Xiaoming Lei,"Higgs portal to inflation and fermionic dark matter (vol 93, 123513, 2016)",Physical Review D
 Siyuan Li,Herd Booster: Examining the Impacts of Recommendation and Product Type on Herd Behaviors,N/A
 Siyuan Li,THE DEVELOPMENT OF PSYCHOLOGICAL CLIMATE WITHIN INFORMATION SYSTEMS PROJECTS AND ITS IMPACT ON PROJECT PERFORMANCE,N/A
 Siyuan Li,Turning the Negative Affiliation Around: Looking Glass Self in Online Community Platforms,N/A
 Siyuan Li,"Self-disclosure & SNS Platforms: The Impact of Transparency, Accountability & Culture",N/A
 Siyuan Li,Your friends like it. Do you?: examining social recommendation system's effects on consumer preference similarity,Your friends like it. Do you?: examining social recommendation system's effects on consumer preference similarity
 Yong Zhang,打古寨—罗布里两种不同类型花岗岩的岩石地球化学特征和形成条件探讨,N/A
 Yong Zhang,"Oxygen isotope composition of mantle-derived materials from Anhui-Jiangsu basalt province, East China",N/A
 Yong Zhang,Oxygen Isotope Fractionation in MgSiO3 and Mg2SiO4 Polymorphs: Implications for the Chemical Structure of the Mantle and Isotopic Nonequilibuium in Mantle Assemblages,N/A
 Yong Zhang,Comment on “Sulfur isotope ratios of the magnetite-series and ilmenite-series granitoids of the Sierra Nevada batholith - A reconnaissance study” by Ishihara and Sasaki,N/A
  Elodie Varin,P171 Le glucose favorise la survie des cellules bęta pancréatiques en inhibant un programme apoptotique constitutif via le maintien de l’expression du facteur de transcription CREB,N/A
  Elodie Varin,Glucose favors pancreatic beta cell survival in inhibiting a constitutive apoptotic programme via the containment of CREB transcription factor expression,N/A
  Elodie Varin,Glucose-Dependent Survival of Beta-Cells Is Achieved by Maintenance of Optimal CREB Expression Resulting in Suppression of Apoptosis,N/A
  Elodie Varin,"Word Count: 4,000 words",N/A
 Domenico Bosco,Co-operation between Epidermal Growth Factor Receptor and Glucagon-like Peptide 1 Receptor in Pancreatic Beta Cell Survival during Oxidative stress,N/A
 Domenico Bosco,Impact of Immunosuppressive Drugs on Rat Beta Cell Proliferation,N/A
 Domenico Bosco,Improvement of positive contrast dUTE using susceptibility-weighted phase image information applied to iron-labelled cells,N/A
 Domenico Bosco,Chronic exposure to fructose exaggerates glucose-stimulated insulin secretion in INS-1E ß-cells and human islets,N/A
 Anne Wojtusciszyn,Evolution glycémique après transplantation rénale: incidence de l'hyperglycémie et évaluation de la morbidité associée au cours des 3 premiers mois,N/A
 Anne Wojtusciszyn,Correction to: Characterization of immortalized human islet stromal cells reveals a MSC-like profile with pancreatic,Stem cell research & therapy
 Anne Wojtusciszyn,"ENHANCING PUMP ADOPTION THROUGH ERGONOMIC DESIGN: FIRST USER ASSESSMENT AND APPRECIATION OF SIGI™, A NOVEL PATCH PUMP TO BE USED WITH NOVORAPID® PUMPCART®",N/A
 Anne Wojtusciszyn,The Federation of American Societies for Experimental Biology,N/A
 Anne Wojtusciszyn,L’inhibition de la kinase Tpl2 protège contre l’apoptose et la dysfonction des cellules bêta pancréatiques en conditions proinflammatoires: Une nouvelle stratégie …,N/A
 Takafumi Ueno,英語における色彩合成語の一考察,N/A
 Takafumi Ueno,イタリア語の語尾切断現象 (2): 名詞・形容詞・副詞・前置詞・接続詞の語尾切断,N/A
 Takafumi Ueno,イタリア語における切断現象と使用頻度,N/A
 Takafumi Ueno,イタリア語の語尾切断現象 (1): 動詞の語尾切断,N/A
 Takafumi Ueno,上代日本語における統語構造の一考察,広島大学大学院文学研究科論集
 Masahiro Sasaki,"Linearity performance comparison of cascode current source and single-device current source IDPs; analyses, simulations and measurements",N/A
 Masahiro Sasaki,C-12-43 有線 CDMA インターフェースシステムの検討,N/A
 Masahiro Sasaki,A highly linear open-loop full CMOS high-speed sample-and-hold stage,N/A
 Masahiro Sasaki,Low Power Consumption Analog Matched Filter,N/A
 Masahiro Sasaki,0.18mm CMOS 2GHz Error-Correcting Encoder,N/A
 Hans-Joachim Mollenkopf,Proteome 2D-PAGE Database-Gel overview Mycobacterium bovis BCG Copenhagen (= Danish strain 1331); broth-cultured; cellular proteins,N/A
 Hans-Joachim Mollenkopf,"Timo Lischke, Anika Hegemann, Stephanie Gurka, Dana Vu",N/A
 Hans-Joachim Mollenkopf,Proteome 2D-PAGE Database-Gel overview Mycobacterium tuberculosis H37Rv; broth-cultured; cellular proteins,N/A
 Hans-Joachim Mollenkopf,Proteome 2D-PAGE Database-Gel overview Mycobacterium tuberculosis H37Rv; broth-cultured; cellular proteins,N/A
 Hans-Joachim Mollenkopf,Supplemental Experimental Procedures,Current Biology
 Hua Yang,Augmented Higher Cognition: Enhancing Speech Recognition Through Neural Activity Measures,N/A
 Hua Yang,U sing Feedforward N eural N etworks to,N/A
 Hua Yang,Extracting single-trial evoked responses from spontaneous EEG,N/A
 Hua Yang,Measurement of cortical representations in situ using functional angiography,N/A
 Hua Yang,DIRECT MEASUREMENT OF HEMODYNAMIC RESPONSE IN EVENT-RELATED FMRI.,N/A
 Yingyin Yao,Role of Permafrost and Seasonally Frozen Ground in Groundwater System of Northern Himalayan Mountains,N/A
 Yingyin Yao,Contribution of Groundwater System on the Streamflow of Yarlung Zangbo River and Implications for the Water-Energy Nexus,N/A
 Yingyin Yao,Variability of Hydraulic Conductivity in Frozen Ground Zone: A Case Study,N/A
