x-coordinate,y-coordinate,Similarity_score
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast ca.html,0.003283621784298474
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Kaiso is expressed in lung cancer Its expression and localization is affected by p120ctn.html,0.998649794746319
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii.html,0.001369425585246771
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii.html,0.07948371544220174
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-.html,0.02388696584815356
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell .html",0.0030321290961651368
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis.html,0.9980911778626339
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but witho.html,0.998649794746319
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protea.html,0.0027593037291850243
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts tha.html,0.0904146285343182
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bov.html,0.07732169348978866
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovin.html,0.40760760708172133
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independe.html,0.07858286751152983
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor C.html",0.0038152526813094094
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor Cells.html",0.0038152526813094094
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells.html,0.0030012777324507417
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Mitochondrial Dysfunction Promotes Breast Cancer Cell Migration and Invasion through HIF1a Accumulat.html,0.003409418728332665
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cyto.html,0.0022251255557167214
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of .html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy.html,0.0028302964871449923
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B fro.html",0.07643977028826265
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor o.html",0.9980911778626339
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacill.html,0.0022256434881919225
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH home.html,0.0026502666124456264
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans.html,0.0023220751886301465
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomi.html,0.0019674137335652818
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the .html,0.08037490276367193
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection.html,0.07491882096567344
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombin.html,0.06009998155488772
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Boun.html,0.002490868969304902
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leadin.html,0.0026187117214094674
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Ovarian cancer cells, not normal cells, are damaged by MirkDyrk1B kinase inhibition.html",0.0796460636610842
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host G.html,0.00278096906551317
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experim.html,0.0031856766739757673
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Physical characterisation of Tenacibaculum maritimum for vaccine development.html,0.062435934524704494
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila IcmDot System.html,0.07774333103914104
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via S.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for D.html,0.05157403679484081
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced r.html,0.03117602440470232
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in.html,0.016238087397865857
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets.html,0.002313259699590936
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recrui.html,0.07921198371761619
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"PrPST, a Soluble, Protease Resistant and Truncated PrP Form Features in the Pathogenesis of a Geneti.html",0.002996788932611652
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-.html,0.07921217218933581
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Rab1A Is an mTORC1 Activator and a Colorectal Oncogene.html,0.9980911778626339
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A .html,0.04840641428949776
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress.html,0.07952419579795818
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from.html,0.07950573014713237
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate.html,0.07341488348631128
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells.html,0.0023252625785417907
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Repression of microRNA-768-3p by MEKERK signalling contributes to enhanced mRNA translation in human.html,0.0024619689762645502
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster V.html,0.0021573096159364516
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in R.html,0.07840373636060557
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human per.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression.html,0.0016790482115977702
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathway.html,0.40760760708172133
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Shox2 is a molecular determinant of depot-specific adipocyte function.html,0.08517190074012461
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+K+ ATPase in HepG2 cells.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Am.html",0.002666761789792153
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels.html,0.07574008305584398
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Stac3 Inhibits Myoblast Differentiation into Myotubes.html,0.00438268385226151
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway .html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,STAT3 induces muscle stem cell differentiation by interaction with myoD.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during In.html,0.0020776469547257974
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Targeting breast cancer-initiatingstem cells with melanoma differentiation-associated gene-7interleu.html,0.028211457294870516
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,TGF-bSmad3 Stimulates Stem CellDevelopmental Gene Expression and Vascular Smooth Muscle Cell De-Diff.html,0.0018246333253382216
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys.html,0.08790517814016179
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation.html,0.0017971259108131056
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The distribution of interleukin-19 in healthy and neoplastic tissue.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the .html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimi.html,0.05896646957202433
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__.html,0.07824686762301349
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial .html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leu.html,0.05265156312217256
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degener.html,0.000956284830160786
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonell.html,0.07803341201907779
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague .html,0.0790949996784144
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Tiam1 is associated with hepatocellular carcinoma metastasis.html,0.027260823557138655
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic .html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,TspanC8 tetraspanins regulate ADAM10Kuzbanian trafficking and promote Notch activation in flies and .html,0.3875124913669674
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Differ.html,0.07838493900465174
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Up-regulation of focal adhesion kinase in non-small cell lung cancer.html,0.998649794746319
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,"Upregulation of cytochrome P450 2J311,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat.html",0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associa.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enh.html,0.9999999999999999
Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer .html,X-Box Binding Protein 1 (XBP1s) Is a Critical Determinant of Pseudomonas aeruginosa Homoserine Lacto.html,0.0020268887740044587
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway.html,0.045251073404983
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Baicalein Selectively Induces Apoptosis in Activated Lymphocytes and Ameliorates Concanavalin A-Indu.html,0.052300951518304224
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibi.html,0.3299079786967556
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Carbon Ion Radiation Inhibits Glioma and Endothelial Cell Migration Induced by Secreted VEGF.html,0.05663638323311431
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis.html,0.09023258036360401
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Caspase-1-Like Regulation of the proPO-System and Role of ppA and Caspase-1-Like Cleaved Peptides fr.html,0.03728798266925937
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis.html,0.45414450159896474
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,cDNA cloning and functional analysis of goose interleukin-2.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cell Atavistic Transition Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells durin.html,0.09552897019326252
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leadi.html,0.9974968171019641
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Chronic Morphine Treatment Attenuates Cell Growth of Human BT474 Breast Cancer Cells by Rearrangemen.html,0.0673779499642817
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cisplatin in combination with zoledronic acid A synergistic effect in triple-negative breast cancer .html,0.3060961791518816
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis.html,0.013746398021520206
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocy.html,0.24171496710940824
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apop.html,0.31345722715288504
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Curcumin Modulates the Inflammatory Response and Inhibits Subsequent Fibrosis in a Mouse Model of Vi.html,0.027398490100712557
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell mi.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local.html,0.038467856764168556
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,D14–SCFD3-dependent degradation of D53 regulates strigolactone signalling.html,0.019710108879623295
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by .html,0.9927591380141738
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby .html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Differential chemokine expression in tubular cells in response to urinary proteins from patients wit.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues.html,0.032984189532940515
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psori.html",0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Distinct expression of C4.4A in colorectal cancer detected by different antibodies.html,0.2861052905936199
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury.html,0.24171496710940824
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia.html,0.9976410099548002
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Col.html,0.05875946122518657
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Dose-Dependent Effect of Estrogen Suppresses the Osteo-Adipogenic Transdifferentiation of Osteoblast.html,0.044165346050992545
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability.html",0.8058821778287925
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine.html,0.050307872734674845
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting C.html,0.029542608958236516
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection.html",0.9749991419913269
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression Differential expression pattern.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Effects of ethanol on monosodium urate crystal-induced inflammation.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuc.html",0.9982086669238991
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Elevated Maspin Expression Is Associated with Better Overall Survival in Esophageal Squamous Cell Ca.html,0.04874211137126917
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer c.html,0.08854989129031764
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Epigenetic Regulation of Cardiac Progenitor Cells Marker c-kit by Stromal Cell Derived Factor-1a.html,0.045513568275187294
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr O.html,0.23898746755704917
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Essential roles of PI(3)K–p110b in cell growth, metabolism and tumorigenesis.html",0.026529011740840883
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through re.html,0.3346779295712398
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Hetero.html,0.9911946700265999
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Ad.html,0.023374960373000506
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity.html,0.6350215096282021
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation.html,0.07951121250530219
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,"Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lun.html",0.08854989129031764
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SA.html,0.9688578893506591
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen o.html,0.988728442213475
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Fine Tuning Inflammation at the Front Door Macrophage Complement Receptor 3-mediates Phagocytosis an.html,0.015340016530581167
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,0.9823951085502056
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,0.044618053664594065
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augm.html,0.06763703447934212
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Frequent methylation and oncogenic role of microRNA-34bc in small-cell lung cancer.html,0.08854989129031764
Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiat.html,Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinom.html,0.3107321370242649
